avg_daily_volume_14d,avg_opening_volume_14d,breakout_triggered,candle_type,cost_adjusted_pnl,cost_model,daily_atr_14,direction,entry_trigger_price,exit_price,exit_reason,exit_time,gross_pnl,opening_bar_time,opening_price,opening_rel_volume,outcome_ambiguous,passed_filters,pnl_r,position_value,quantity,rank,rejection_reason,risk_amount,scenario,selected,session_date,simulated_entry_price,stop_hit,stop_price,symbol,trigger_time
139281585.7857143,98570.28571428571,True,bearish,-114.26304184510947,baseline,6.200187658419861,short,199.42,200.04001876584198,stop,2026-07-17 13:53:00,-62.18220497863712,2026-07-17 13:35:00,199.455,2.178618012962469,False,True,-1.8375521081049615,20000.0,100.29084344599339,1,None,62.18220497863712,intended_deployment,True,2026-07-17,199.42,True,200.04001876584198,NVDA,2026-07-17 13:40:00
139281585.7857143,98570.28571428571,True,bearish,-166.34387871158182,stressed,6.200187658419861,short,199.42,200.04001876584198,stop,2026-07-17 13:53:00,-62.18220497863712,2026-07-17 13:35:00,199.455,2.178618012962469,False,True,-2.675104216209923,20000.0,100.29084344599339,1,None,62.18220497863712,intended_deployment,True,2026-07-17,199.42,True,200.04001876584198,NVDA,2026-07-17 13:40:00
67523692.5,40631.642857142855,False,bullish,None,zero,9.663193598411368,long,334.98,None,no_trigger,None,None,2026-07-17 13:35:00,334.925,1.9064451878637867,False,True,None,86663.89547837367,258.7136410483422,2,None,250.0,research_fidelity,True,2026-07-17,None,None,334.0136806401589,AAPL,None
67523692.5,40631.642857142855,False,bullish,None,baseline,9.663193598411368,long,334.98,None,no_trigger,None,None,2026-07-17 13:35:00,334.925,1.9064451878637867,False,True,None,86663.89547837367,258.7136410483422,2,None,250.0,research_fidelity,True,2026-07-17,None,None,334.0136806401589,AAPL,None
67523692.5,40631.642857142855,False,bullish,None,stressed,9.663193598411368,long,334.98,None,no_trigger,None,None,2026-07-17 13:35:00,334.925,1.9064451878637867,False,True,None,86663.89547837367,258.7136410483422,2,None,250.0,research_fidelity,True,2026-07-17,None,None,334.0136806401589,AAPL,None
67523692.5,40631.642857142855,False,bullish,None,zero,9.663193598411368,long,334.98,None,no_trigger,None,None,2026-07-17 13:35:00,334.925,1.9064451878637867,False,True,None,20000.0,59.70505701832945,2,None,57.694152477229835,intended_deployment,True,2026-07-17,None,None,334.0136806401589,AAPL,None
67523692.5,40631.642857142855,False,bullish,None,baseline,9.663193598411368,long,334.98,None,no_trigger,None,None,2026-07-17 13:35:00,334.925,1.9064451878637867,False,True,None,20000.0,59.70505701832945,2,None,57.694152477229835,intended_deployment,True,2026-07-17,None,None,334.0136806401589,AAPL,None
67523692.5,40631.642857142855,False,bullish,None,stressed,9.663193598411368,long,334.98,None,no_trigger,None,None,2026-07-17 13:35:00,334.925,1.9064451878637867,False,True,None,20000.0,59.70505701832945,2,None,57.694152477229835,intended_deployment,True,2026-07-17,None,None,334.0136806401589,AAPL,None
42004878.71428572,20350.0,True,bearish,-250.0,zero,18.03818323816779,short,377.82,379.62381832381675,stop,2026-07-17 13:47:00,-250.0,2026-07-17 13:35:00,378.38,1.1662407862407862,False,True,-1.0,52363.9208854136,138.5948887973469,3,None,250.0,research_fidelity,True,2026-07-17,377.82,True,379.62381832381675,TSLA,2026-07-17 13:42:00
42004878.71428572,20350.0,True,bearish,-386.47119430207505,baseline,18.03818323816779,short,377.82,379.62381832381675,stop,2026-07-17 13:47:00,-250.0,2026-07-17 13:35:00,378.38,1.1662407862407862,False,True,-1.5458847772083002,52363.9208854136,138.5948887973469,3,None,250.0,research_fidelity,True,2026-07-17,377.82,True,379.62381832381675,TSLA,2026-07-17 13:42:00
42004878.71428572,20350.0,True,bearish,-522.9423886041501,stressed,18.03818323816779,short,377.82,379.62381832381675,stop,2026-07-17 13:47:00,-250.0,2026-07-17 13:35:00,378.38,1.1662407862407862,False,True,-2.0917695544166004,52363.9208854136,138.5948887973469,3,None,250.0,research_fidelity,True,2026-07-17,377.82,True,379.62381832381675,TSLA,2026-07-17 13:42:00
