session_date,equity,drawdown_pct
2024-01-02,24750.0,-0.01
2024-01-04,24486.835443037984,-0.020526582278480636
2024-01-05,25731.530135120833,0.0
2024-01-08,25487.662059268005,-0.009477402803962046
2024-01-10,25053.470253218722,-0.026351323778317802
2024-01-11,24816.002191349995,-0.035580003947034554
2024-01-17,24587.540892452096,-0.04445865584601638
2024-01-18,24257.890672151236,-0.05726979527572805
2024-01-19,25093.499436490747,-0.024795676560222933
2024-01-22,24907.874669513007,-0.032009579736714644
2024-01-23,24712.44685801982,-0.03960445693472663
2024-01-24,24486.708160759063,-0.04837730083772667
2024-01-26,24348.10328467807,-0.05376387813620658
2024-01-29,24169.440176513817,-0.060707231571702255
2024-01-31,23993.66975132086,-0.06753816716977806
2024-02-01,23826.11232182394,-0.07404992253827132
2024-02-02,29039.450881238314,0.0
2024-02-05,28812.800972840545,-0.007804896494933441
2024-02-07,28322.45378133543,-0.024690449651929167
2024-02-08,28039.229243522073,-0.03444354515540993
2024-02-09,27609.408378895107,-0.04924481899439507
2024-02-12,28240.63086147998,-0.027508096589885376
2024-02-13,29592.80578887691,0.0
2024-02-14,29296.87773098814,-0.010000000000000035
2024-02-16,29003.695752216634,-0.01990720450311969
2024-02-20,28880.185165785213,-0.02408087385075029
2024-02-21,28591.38331412736,-0.03384006511224279
2024-02-23,28264.956756968862,-0.04487067030349481
2024-02-26,28029.27930070673,-0.05283468216311768
2024-02-27,28183.74098549709,-0.04761511339723818
2024-02-28,27978.627519437803,-0.054546306996203484
2024-02-29,27740.58884359354,-0.06259010918050782
2024-03-01,28343.038792338375,-0.04223212241024767
2024-03-04,28084.62735385512,-0.05096436092547435
2024-03-05,27879.142783896423,-0.05790809486623958
2024-03-06,27600.351356057457,-0.06732901391757723
2024-03-07,27416.9748800422,-0.07352567121744653
2024-03-11,27098.500732969278,-0.0842875485921369
2024-03-12,26795.724188466836,-0.09451897263021329
2024-03-13,26527.766946582167,-0.10357378290391119
2024-03-14,26311.764772971306,-0.11087292767415971
2024-03-15,26589.14585433256,-0.10149966704655426
2024-03-18,26451.50031551407,-0.10615098466072347
2024-03-19,26197.570991071618,-0.11473176359240207
