session_date,equity,drawdown_pct
2024-01-02,99949.88877818635,-0.0005011122181365499
2024-01-02,100062.12677683408,0.0
2024-01-02,100003.38265669455,-0.0005870764697070875
2024-01-02,99933.82873687524,-0.001282183820107893
2024-01-03,99911.4406989155,-0.001505925196399753
2024-01-03,99888.78834700135,-0.0017323080711578447
2024-01-03,99834.48406872425,-0.002275013688421077
2024-01-03,99796.56941164302,-0.0026539248539391757
2024-01-04,99743.51300765203,-0.0031841594761686763
2024-01-04,99697.74526199202,-0.0036415527690584165
2024-01-04,99635.62227648482,-0.004262396913674219
2024-01-04,99570.96057375181,-0.004908612468108915
2024-01-05,99888.34512085025,-0.0017367375807572569
2024-01-05,99816.03199393222,-0.002459419870724053
2024-01-05,99781.63738851526,-0.0028031523749678816
2024-01-05,99730.39739102696,-0.003315234209912088
2024-01-05,99632.70372779817,-0.004291564279796241
2024-01-08,99585.49076451437,-0.004763400775827371
2024-01-08,99544.9881753843,-0.005168175193828775
2024-01-08,99386.46076127296,-0.0067524650667083784
2024-01-09,99327.7942744083,-0.007338765685677875
2024-01-09,99402.07925925995,-0.006596377059286546
2024-01-09,99361.0542119464,-0.007006372815273724
2024-01-10,99276.4215856213,-0.007852173609752634
2024-01-10,99245.32689554885,-0.00816292744913286
2024-01-10,99221.5007094965,-0.00840104137714768
2024-01-10,99163.74608602989,-0.008978229023732652
2024-01-11,99116.75015621919,-0.009447896532554572
2024-01-11,99077.48261765874,-0.009840328113066846
2024-01-11,99036.44154307862,-0.010250484042209277
2024-01-11,98976.31525389034,-0.010851373620764585
2024-01-12,98941.91481705137,-0.01119516440302224
2024-01-12,98904.83199926376,-0.011565762340344869
2024-01-16,99261.31987038095,-0.00800309699831934
2024-01-16,99203.90051943799,-0.008576934001314703
2024-01-16,99163.56674486115,-0.00898002132192295
2024-01-17,99117.92071959247,-0.009436198166639476
2024-01-17,99074.61799901507,-0.009868956513601007
2024-01-17,99022.38550542365,-0.010390957147346428
2024-01-17,98961.19922962485,-0.011002440010740492
2024-01-18,98892.40668718767,-0.011689938314575318
2024-01-18,98852.38986892994,-0.012089858039917366
2024-01-18,98775.52680156712,-0.012858011484569276
2024-01-19,98945.65226097566,-0.011157813168897116
2024-01-19,98873.14759241567,-0.011882409686035919
2024-01-19,99387.3645595117,-0.006743432695841888
2024-01-19,99502.96511810913,-0.005588144852967478
2024-01-19,99481.01195199127,-0.005807540210881708
2024-01-22,99444.21728389598,-0.006175258440350789
2024-01-22,99337.78415023463,-0.007238928952758837
2024-01-22,99261.17220384408,-0.008004572746853024
2024-01-23,99222.23192108725,-0.00839373380120153
2024-01-23,99194.02952900308,-0.008675582618457571
2024-01-24,99148.72456359319,-0.009128350982165542
2024-01-24,99096.75773717512,-0.009647696593657148
2024-01-24,99017.05471856162,-0.010444231918068834
2024-01-25,98934.7470402902,-0.011266797667195759
2024-01-25,98889.77869022108,-0.01171620196748021
