date,market,reason,symbol
2022-01-01,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-01,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-01,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-01,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-01,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-01,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-01,crypto,pre-inception or indicator warmup,POL-USD
2022-01-01,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-01,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-01,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-01,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-01,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-01,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-01,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-02,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-02,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-02,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-02,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-02,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-02,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-02,crypto,pre-inception or indicator warmup,POL-USD
2022-01-02,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-02,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-02,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-02,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-02,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-02,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-02,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-03,stock,pre-inception or indicator warmup,ARM
2022-01-03,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-03,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-03,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-03,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-03,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-03,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-03,crypto,pre-inception or indicator warmup,POL-USD
2022-01-03,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-03,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-03,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-03,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-03,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-03,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-03,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-04,stock,pre-inception or indicator warmup,ARM
2022-01-04,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-04,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-04,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-04,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-04,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-04,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-04,crypto,pre-inception or indicator warmup,POL-USD
2022-01-04,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-04,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-04,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-04,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-04,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-04,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-04,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-05,stock,pre-inception or indicator warmup,ARM
2022-01-05,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-05,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-05,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-05,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-05,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-05,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-05,crypto,pre-inception or indicator warmup,POL-USD
2022-01-05,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-05,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-05,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-05,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-05,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-05,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-05,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-06,stock,pre-inception or indicator warmup,ARM
2022-01-06,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-06,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-06,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-06,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-06,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-06,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-06,crypto,pre-inception or indicator warmup,POL-USD
2022-01-06,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-06,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-06,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-06,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-06,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-06,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-06,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-07,stock,pre-inception or indicator warmup,ARM
2022-01-07,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-07,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-07,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-07,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-07,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-07,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-07,crypto,pre-inception or indicator warmup,POL-USD
2022-01-07,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-07,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-07,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-07,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-07,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-07,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-07,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-08,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-08,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-08,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-08,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-08,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-08,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-08,crypto,pre-inception or indicator warmup,POL-USD
2022-01-08,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-08,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-08,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-08,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-08,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-08,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-08,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-09,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-09,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-09,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-09,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-09,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-09,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-09,crypto,pre-inception or indicator warmup,POL-USD
2022-01-09,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-09,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-09,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-09,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-09,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-09,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-09,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-10,stock,pre-inception or indicator warmup,ARM
2022-01-10,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-10,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-10,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-10,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-10,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-10,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-10,crypto,pre-inception or indicator warmup,POL-USD
2022-01-10,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-10,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-10,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-10,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-10,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-10,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-10,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-11,stock,pre-inception or indicator warmup,ARM
2022-01-11,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-11,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-11,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-11,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-11,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-11,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-11,crypto,pre-inception or indicator warmup,POL-USD
2022-01-11,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-11,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-11,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-11,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-11,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-11,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-11,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-12,stock,pre-inception or indicator warmup,ARM
2022-01-12,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-12,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-12,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-12,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-12,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-12,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-12,crypto,pre-inception or indicator warmup,POL-USD
2022-01-12,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-12,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-12,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-12,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-12,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-12,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-12,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-13,stock,pre-inception or indicator warmup,ARM
2022-01-13,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-13,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-13,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-13,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-13,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-13,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-13,crypto,pre-inception or indicator warmup,POL-USD
2022-01-13,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-13,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-13,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-13,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-13,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-13,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-13,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-14,stock,pre-inception or indicator warmup,ARM
2022-01-14,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-14,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-14,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-14,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-14,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-14,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-14,crypto,pre-inception or indicator warmup,POL-USD
2022-01-14,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-14,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-14,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-14,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-14,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-14,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-14,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-15,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-15,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-15,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-15,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-15,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-15,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-15,crypto,pre-inception or indicator warmup,POL-USD
2022-01-15,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-15,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-15,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-15,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-15,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-15,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-15,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-16,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-16,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-16,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-16,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-16,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-16,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-16,crypto,pre-inception or indicator warmup,POL-USD
2022-01-16,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-16,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-16,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-16,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-16,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-16,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-16,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-17,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-17,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-17,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-17,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-17,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-17,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-17,crypto,pre-inception or indicator warmup,POL-USD
2022-01-17,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-17,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-17,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-17,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-17,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-17,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-17,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-18,stock,pre-inception or indicator warmup,ARM
2022-01-18,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-18,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-18,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-18,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-18,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-18,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-18,crypto,pre-inception or indicator warmup,POL-USD
2022-01-18,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-18,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-18,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-18,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-18,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-18,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-18,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-19,stock,pre-inception or indicator warmup,ARM
2022-01-19,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-19,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-19,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-19,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-19,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-19,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-19,crypto,pre-inception or indicator warmup,POL-USD
2022-01-19,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-19,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-19,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-19,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-19,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-19,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-19,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-20,stock,pre-inception or indicator warmup,ARM
2022-01-20,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-20,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-20,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-20,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-20,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-20,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-20,crypto,pre-inception or indicator warmup,POL-USD
2022-01-20,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-20,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-20,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-20,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-20,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-20,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-20,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-21,stock,pre-inception or indicator warmup,ARM
2022-01-21,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-21,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-21,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-21,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-21,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-21,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-21,crypto,pre-inception or indicator warmup,POL-USD
2022-01-21,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-21,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-21,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-21,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-21,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-21,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-21,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-22,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-22,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-22,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-22,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-22,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-22,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-22,crypto,pre-inception or indicator warmup,POL-USD
2022-01-22,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-22,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-22,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-22,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-22,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-22,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-22,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-23,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-23,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-23,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-23,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-23,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-23,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-23,crypto,pre-inception or indicator warmup,POL-USD
2022-01-23,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-23,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-23,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-23,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-23,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-23,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-23,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-24,stock,pre-inception or indicator warmup,ARM
2022-01-24,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-24,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-24,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-24,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-24,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-24,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-24,crypto,pre-inception or indicator warmup,POL-USD
2022-01-24,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-24,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-24,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-24,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-24,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-24,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-24,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-25,stock,pre-inception or indicator warmup,ARM
2022-01-25,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-25,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-25,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-25,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-25,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-25,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-25,crypto,pre-inception or indicator warmup,POL-USD
2022-01-25,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-25,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-25,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-25,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-25,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-25,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-25,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-26,stock,pre-inception or indicator warmup,ARM
2022-01-26,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-26,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-26,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-26,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-26,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-26,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-26,crypto,pre-inception or indicator warmup,POL-USD
2022-01-26,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-26,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-26,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-26,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-26,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-26,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-26,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-27,stock,pre-inception or indicator warmup,ARM
2022-01-27,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-27,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-27,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-27,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-27,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-27,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-27,crypto,pre-inception or indicator warmup,POL-USD
2022-01-27,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-27,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-27,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-27,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-27,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-27,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-27,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-28,stock,pre-inception or indicator warmup,ARM
2022-01-28,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-28,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-28,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-28,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-28,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-28,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-28,crypto,pre-inception or indicator warmup,POL-USD
2022-01-28,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-28,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-28,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-28,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-28,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-28,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-28,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-29,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-29,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-29,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-29,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-29,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-29,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-29,crypto,pre-inception or indicator warmup,POL-USD
2022-01-29,crypto,pre-inception or indicator warmup,RENDER-USD
2022-01-29,crypto,insufficient hourly data or BTC macro history,SEI-USD
2022-01-29,crypto,insufficient hourly data or BTC macro history,SUI-USD
2022-01-29,crypto,insufficient hourly data or BTC macro history,TAO-USD
2022-01-29,crypto,insufficient hourly data or BTC macro history,TON-USD
2022-01-29,crypto,pre-inception or indicator warmup,WIF-USD
2022-01-29,crypto,pre-inception or indicator warmup,XRP-USD
2022-01-30,crypto,pre-inception or indicator warmup,ARB-USD
2022-01-30,crypto,insufficient hourly data or BTC macro history,FET-USD
2022-01-30,crypto,insufficient hourly data or BTC macro history,INJ-USD
2022-01-30,crypto,insufficient hourly data or BTC macro history,JUP-USD
2022-01-30,crypto,insufficient hourly data or BTC macro history,OP-USD
2022-01-30,crypto,pre-inception or indicator warmup,PEPE-USD
2022-01-30,crypto,pre-inception or indicator warmup,POL-USD
