cost_model,date,mode,portfolio,reason,symbol
baseline,2026-04-27,stock_only,current_1pct,max_positions,NVDA
baseline,2026-04-27,stock_only,current_1pct,max_positions,DVN
baseline,2026-04-27,stock_only,current_1pct,max_positions,XLE
baseline,2026-04-27,stock_only,current_1pct,max_positions,IWM
baseline,2026-04-28,stock_only,current_1pct,max_positions,DVN
baseline,2026-04-28,stock_only,current_1pct,max_positions,OXY
baseline,2026-04-28,stock_only,current_1pct,max_positions,XLE
baseline,2026-04-28,stock_only,current_1pct,max_positions,LIN
baseline,2026-04-28,stock_only,current_1pct,max_positions,SLB
baseline,2026-04-28,stock_only,current_1pct,max_positions,ZS
baseline,2026-04-28,stock_only,current_1pct,max_positions,AMT
baseline,2026-04-29,stock_only,current_1pct,max_positions,CVX
baseline,2026-04-29,stock_only,current_1pct,max_positions,DVN
baseline,2026-04-29,stock_only,current_1pct,max_positions,OXY
