ambiguous,atr,conviction,cost_model,decision_time,delta1_expiration_sessions,delta2_enabled,delta3_enabled,entry,exit_price,exit_reason,exit_time,expires_at,fill_price,filled_at,final_stop,gross_pnl,market,mode,net_pnl,outcome_data_missing,pnl_r,portfolio,quantity,reason,reserved_notional,risk_amount,signal_bar_end,status,stop,strategy_version,symbol,target,transaction_cost,variant_id
False,0.9244076208658226,92,zero,2022-12-01 16:16:00,,False,False,77.54,76.15,stop,2022-12-02 14:30:00,,76.9224,2022-12-01 16:16:00,76.15,-139.03199999999828,stock,stock_only,-139.03199999999828,False,-0.555683453237403,safe_0_25pct,180,,13957.2,250.2000000000001,2022-12-01 16:00:00,closed,76.15,stock_trend_momentum_v2,AMD,80.32,0.0,d1_off_d2_off_d3_off
False,1.213944925947159,92,zero,2022-12-01 16:16:00,,False,False,128.39,126.56,stop,2022-12-02 14:30:00,,127.8,2022-12-01 16:16:00,126.56,-168.6399999999993,stock,stock_only,-168.6399999999993,False,-0.6775956284153036,safe_0_25pct,136,,17461.039999999997,248.87999999999784,2022-12-01 16:00:00,closed,126.56,stock_trend_momentum_v2,SOXX,132.05,0.0,d1_off_d2_off_d3_off
False,0.9846951564588757,92,zero,2022-12-05 16:16:00,,False,False,164.22,162.74,stop,2022-12-06 15:48:00,,164.22,2022-12-05 16:17:00,162.74,-179.07999999999876,stock,stock_only,-179.07999999999876,False,-1.0,safe_0_25pct,121,,19870.62,179.07999999999876,2022-12-05 16:00:00,closed,162.74,stock_trend_momentum_v2,ABBV,167.18,0.0,d1_off_d2_off_d3_off
False,0.8237102862693946,79,zero,2022-12-05 16:16:00,,False,False,100.95,99.71,stop,2022-12-05 18:55:00,,100.95,2022-12-05 16:17:00,99.71,-244.2800000000018,stock,stock_only,-244.2800000000018,False,-1.0,safe_0_25pct,197,,19887.15,244.2800000000018,2022-12-05 16:00:00,closed,99.71,stock_trend_momentum_v2,GOOGL,103.43,0.0,d1_off_d2_off_d3_off
False,0.40742616559555533,87,zero,2022-12-08 16:16:00,,False,False,166.61,166.7,stop,2022-12-09 15:21:00,,166.3809,2022-12-08 16:16:00,166.7,37.972899999999015,stock,stock_only,37.972899999999015,False,0.5146774193548216,safe_0_25pct,119,,19826.59,73.78000000000054,2022-12-08 16:00:00,closed,165.99,stock_trend_momentum_v2,GLD,167.85,0.0,d1_off_d2_off_d3_off
False,0.19923039518831523,87,zero,2022-12-08 16:16:00,,False,False,40.18,39.88,stop,2022-12-12 14:34:00,,40.18,2022-12-08 16:20:00,39.88,-148.1999999999986,stock,stock_only,-148.1999999999986,False,-1.0,safe_0_25pct,494,,19848.92,148.1999999999986,2022-12-08 16:00:00,closed,39.88,stock_trend_momentum_v2,KHC,40.78,0.0,d1_off_d2_off_d3_off
False,0.35478639925829025,92,zero,2022-12-09 16:16:00,,False,False,51.89,51.8,stop,2022-12-12 14:32:00,,51.69,2022-12-09 16:16:00,51.8,42.01999999999978,stock,stock_only,42.01999999999978,False,0.20370370370370297,safe_0_25pct,382,,19821.98,206.2799999999997,2022-12-09 16:00:00,closed,51.35,stock_trend_momentum_v2,PFE,52.97,0.0,d1_off_d2_off_d3_off
False,1.8115327944643353,87,zero,2022-12-09 16:16:00,,False,False,272.52,277.96,target,2022-12-13 14:30:00,,272.01,2022-12-09 16:16:00,269.8,428.3999999999992,stock,stock_only,428.3999999999992,False,2.1875000000000195,safe_0_25pct,72,,19621.44,195.83999999999787,2022-12-09 16:00:00,closed,269.8,stock_trend_momentum_v2,ISRG,277.96,0.0,d1_off_d2_off_d3_off
False,2.9782774343288723,92,zero,2022-12-13 16:16:00,,False,False,279.09,279.79,stop,2022-12-14 19:34:00,,279.09,2022-12-13 16:18:00,279.79,38.5000000000025,stock,stock_only,38.5000000000025,False,0.15659955257271815,safe_0_25pct,55,,15349.949999999999,245.84999999999837,2022-12-13 16:00:00,closed,274.62,stock_trend_momentum_v2,ISRG,288.03,0.0,d1_off_d2_off_d3_off
False,1.1057401429286016,92,zero,2022-12-13 16:16:00,,False,False,52.55,50.89,stop,2022-12-13 17:11:00,,52.55,2022-12-13 16:19:00,50.89,-248.9999999999995,stock,stock_only,-248.9999999999995,False,-1.0,safe_0_25pct,150,,7882.5,248.9999999999995,2022-12-13 16:00:00,closed,50.89,stock_trend_momentum_v2,NET,55.87,0.0,d1_off_d2_off_d3_off
False,0.7055405032511378,87,zero,2022-12-14 16:16:00,,False,False,154.35,153.29,stop,2022-12-14 17:03:00,,154.18,2022-12-14 16:16:00,153.29,-114.8100000000019,stock,stock_only,-114.8100000000019,False,-0.8396226415094461,safe_0_25pct,129,,19911.149999999998,136.7400000000003,2022-12-14 16:00:00,closed,153.29,stock_trend_momentum_v2,PG,156.47,0.0,d1_off_d2_off_d3_off
False,1.019810534007351,79,zero,2022-12-14 16:16:00,,False,False,137.37,135.84,stop,2022-12-14 19:34:00,,137.37,2022-12-14 16:55:00,135.84,-221.85000000000016,stock,stock_only,-221.85000000000016,False,-1.0,safe_0_25pct,145,,19918.65,221.85000000000016,2022-12-14 16:00:00,closed,135.84,stock_trend_momentum_v2,IBB,140.43,0.0,d1_off_d2_off_d3_off
False,1.4384328684069587,87,zero,2022-12-20 16:16:00,,False,False,189.08,193.4,target,2022-12-21 14:58:00,,188.7066,2022-12-20 16:16:00,186.92,488.1135999999997,stock,stock_only,488.1135999999997,False,2.172870370370344,safe_0_25pct,104,,19664.32,224.6400000000026,2022-12-20 16:00:00,closed,186.92,stock_trend_momentum_v2,BA,193.4,0.0,d1_off_d2_off_d3_off
False,0.4094931072423499,81,zero,2022-12-22 16:16:00,,False,False,111.28,110.66,stop,2022-12-22 17:43:00,,111.28,2022-12-22 16:40:00,110.66,-110.98000000000081,stock,stock_only,-110.98000000000081,False,-1.0,safe_0_25pct,179,,19919.12,110.98000000000081,2022-12-22 16:00:00,closed,110.66,stock_trend_momentum_v2,MRK,112.52,0.0,d1_off_d2_off_d3_off
False,0.20183781136705234,79,zero,2022-12-22 16:16:00,,False,False,40.17,39.86,stop,2022-12-22 18:30:00,,40.14,2022-12-22 16:16:00,39.86,-138.88000000000056,stock,stock_only,-138.88000000000056,False,-0.90322580645161,safe_0_25pct,496,,19924.32,153.76000000000113,2022-12-22 16:00:00,closed,39.86,stock_trend_momentum_v2,KHC,40.79,0.0,d1_off_d2_off_d3_off
False,1.2226503284910986,87,zero,2022-12-23 16:16:00,,False,False,176.66,178.22,stop,2022-12-28 14:56:00,,176.66,2022-12-23 16:31:00,178.22,174.72000000000025,stock,stock_only,174.72000000000025,False,0.8478260869565214,safe_0_25pct,112,,19785.92,206.08000000000038,2022-12-23 16:00:00,closed,174.82,stock_trend_momentum_v2,CVX,180.34,0.0,d1_off_d2_off_d3_off
False,0.22294508988183212,87,zero,2022-12-27 16:16:00,,False,False,63.9,63.56,stop,2022-12-28 20:42:00,,63.9,2022-12-28 16:34:00,63.56,-105.73999999999884,stock,stock_only,-105.73999999999884,False,-1.0,safe_0_25pct,311,,19872.899999999998,105.73999999999884,2022-12-27 16:00:00,closed,63.56,stock_trend_momentum_v2,KO,64.58,0.0,d1_off_d2_off_d3_off
False,0.39883530449618676,87,zero,2022-12-27 16:16:00,,False,False,48.79,48.19,stop,2022-12-28 14:30:00,,48.75,2022-12-27 16:16:00,48.19,-228.48000000000093,stock,stock_only,-228.48000000000093,False,-0.9333333333333349,safe_0_25pct,408,,19906.32,244.80000000000058,2022-12-27 16:00:00,closed,48.19,stock_trend_momentum_v2,NEM,49.99,0.0,d1_off_d2_off_d3_off
False,0.15696615671388497,73,zero,2022-12-28 16:16:00,,False,False,32.69,33.17,target,2022-12-30 14:32:00,,32.595,2022-12-28 16:16:00,32.91,349.6000000000017,stock,stock_only,349.6000000000017,False,2.395833333333396,safe_0_25pct,608,,19875.519999999997,145.9199999999969,2022-12-28 16:00:00,closed,32.45,stock_trend_momentum_v2,BAC,33.17,0.0,d1_off_d2_off_d3_off
False,0.1761401336401794,79,zero,2022-12-29 16:16:00,,False,False,39.28,39.82,target,2023-01-03 14:30:00,,39.28,2022-12-29 18:07:00,39.01,273.23999999999955,stock,stock_only,273.23999999999955,False,1.9999999999999734,safe_0_25pct,506,,19875.68,136.6200000000016,2022-12-29 16:00:00,closed,39.01,stock_trend_momentum_v2,VZ,39.82,0.0,d1_off_d2_off_d3_off
False,0.35177783707009996,81,zero,2022-12-30 16:16:00,,False,False,169.21,170.27,target,2023-01-03 14:30:00,,168.92,2022-12-30 16:16:00,169.16,157.95000000000266,stock,stock_only,157.95000000000266,False,2.547169811320792,safe_0_25pct,117,,19797.57,62.01000000000013,2022-12-30 16:00:00,closed,168.68,stock_trend_momentum_v2,GLD,170.27,0.0,d1_off_d2_off_d3_off
False,1.0290612707678193,92,zero,2023-01-03 16:16:00,,False,False,134.7,133.15,stop,2023-01-03 16:32:00,,133.52,2023-01-03 16:16:00,133.15,-54.76000000000067,stock,stock_only,-54.76000000000067,False,-0.2387096774193604,safe_0_25pct,148,,19935.6,229.39999999999748,2023-01-03 16:00:00,closed,133.15,stock_trend_momentum_v2,CRM,137.8,0.0,d1_off_d2_off_d3_off
False,0.46200760619203524,87,zero,2023-01-03 16:16:00,,False,False,84.59,83.89,stop,2023-01-03 16:44:00,,84.41,2023-01-03 16:16:00,83.89,-122.71999999999906,stock,stock_only,-122.71999999999906,False,-0.7428571428571341,safe_0_25pct,236,,19963.24,165.20000000000067,2023-01-03 16:00:00,closed,83.89,stock_trend_momentum_v2,GE,85.99,0.0,d1_off_d2_off_d3_off
False,1.4241885999467292,92,zero,2023-01-04 16:16:00,,False,False,138.62,136.48,stop,2023-01-05 14:34:00,,138.62,2023-01-04 16:16:00,136.48,-248.24000000000171,stock,stock_only,-248.24000000000171,False,-1.0,safe_0_25pct,116,,16079.92,248.24000000000171,2023-01-04 16:00:00,closed,136.48,stock_trend_momentum_v2,CRM,142.9,0.0,d1_off_d2_off_d3_off
False,0.5732490265119429,92,zero,2023-01-04 16:16:00,,False,False,84.07,84.29,stop,2023-01-05 15:17:00,,84.07,2023-01-04 19:28:00,84.29,52.1400000000031,stock,stock_only,52.1400000000031,False,0.2558139534883874,safe_0_25pct,237,,19924.59,203.81999999999988,2023-01-04 16:00:00,closed,83.21,stock_trend_momentum_v2,ORCL,85.79,0.0,d1_off_d2_off_d3_off
False,0.3986748134048838,84,zero,2023-01-05 16:16:00,,False,False,39.38,39.17,monitor_reversal,2023-02-24 14:30:00,,39.36,2023-02-24 14:30:00,38.78,-78.84999999999906,stock,stock_only,-78.84999999999906,False,-0.3166666666666621,safe_0_25pct,415,,16342.7,249.0000000000006,2023-01-05 16:00:00,closed,38.78,stock_trend_momentum_v2,FCX,40.58,0.0,d1_off_d2_off_d3_off
False,0.15298847894967937,92,zero,2023-01-06 16:16:00,,False,False,19.63,19.4,stop,2023-01-09 14:30:00,,19.58,2023-01-06 16:16:00,19.4,-182.6999999999997,stock,stock_only,-182.6999999999997,False,-0.7826086956521712,safe_0_25pct,1015,,19924.45,233.45000000000044,2023-01-06 16:00:00,closed,19.4,stock_trend_momentum_v2,T,20.09,0.0,d1_off_d2_off_d3_off
False,0.8111196171062426,87,zero,2023-01-06 16:16:00,,False,False,79.14,81.58,target,2023-01-09 17:58:00,,78.85,2023-01-06 16:16:00,80.18,556.9200000000008,stock,stock_only,556.9200000000008,False,2.237704918032792,safe_0_25pct,204,,16144.56,248.87999999999977,2023-01-06 16:00:00,closed,77.92,stock_trend_momentum_v2,BX,81.58,0.0,d1_off_d2_off_d3_off
False,0.43776917879134725,92,zero,2023-01-09 16:16:00,,False,False,44.74,44.08,stop,2023-01-09 17:35:00,,44.74,2023-01-09 16:21:00,44.08,-249.48000000000138,stock,stock_only,-249.48000000000138,False,-1.0,safe_0_25pct,378,,16911.72,249.48000000000138,2023-01-09 16:00:00,closed,44.08,stock_trend_momentum_v2,EBAY,46.06,0.0,d1_off_d2_off_d3_off
False,1.0796643822234484,92,zero,2023-01-09 16:16:00,,False,False,130.85,129.23,stop,2023-01-10 14:30:00,,130.85,2023-01-09 16:17:00,129.23,-246.2400000000007,stock,stock_only,-246.2400000000007,False,-1.0,safe_0_25pct,152,,19889.2,246.2400000000007,2023-01-09 16:00:00,closed,129.23,stock_trend_momentum_v2,META,134.09,0.0,d1_off_d2_off_d3_off
False,0.31204565947814833,92,zero,2023-01-10 16:16:00,,False,False,32.35,32.33,stop,2023-01-11 14:34:00,,32.35,2023-01-10 16:17:00,32.33,-10.580000000001654,stock,stock_only,-10.580000000001654,False,-0.04255319148936813,safe_0_25pct,529,,17113.15,248.63000000000127,2023-01-10 16:00:00,closed,31.88,stock_trend_momentum_v2,NFLX,33.29,0.0,d1_off_d2_off_d3_off
False,0.6635822205280751,92,zero,2023-01-11 16:16:00,,False,False,82.59,82.6,stop,2023-01-12 14:43:00,,82.59,2023-01-11 16:34:00,82.6,2.409999999997808,stock,stock_only,2.409999999997808,False,0.009999999999990905,safe_0_25pct,241,,19904.190000000002,241.0,2023-01-11 16:00:00,closed,81.59,stock_trend_momentum_v2,BX,84.59,0.0,d1_off_d2_off_d3_off
False,0.08745428699828997,92,zero,2023-01-11 16:16:00,,False,False,12.96,12.82,stop,2023-01-13 14:30:00,,12.63,2023-01-13 14:30:00,12.82,291.83999999999924,stock,stock_only,291.83999999999924,False,1.357142857142848,safe_0_25pct,1536,,19906.56,215.04000000000087,2023-01-11 16:00:00,closed,12.82,stock_trend_momentum_v2,F,13.24,0.0,d1_off_d2_off_d3_off
False,1.624872860183639,87,zero,2023-01-12 16:16:00,,False,False,211.78,213.61,stop,2023-01-13 18:15:00,,211.78,2023-01-13 14:30:00,213.61,172.02000000000118,stock,stock_only,172.02000000000118,False,0.7500000000000058,safe_0_25pct,94,,19907.32,229.3599999999998,2023-01-12 16:00:00,closed,209.34,stock_trend_momentum_v2,BA,216.66,0.0,d1_off_d2_off_d3_off
False,1.1500804882222218,87,zero,2023-01-12 16:16:00,,False,False,130.83,129.1,stop,2023-01-13 14:37:00,,130.83,2023-01-12 16:16:00,129.1,-247.3900000000026,stock,stock_only,-247.3900000000026,False,-1.0,safe_0_25pct,143,,18708.690000000002,247.3900000000026,2023-01-12 16:00:00,closed,129.1,stock_trend_momentum_v2,EOG,134.29,0.0,d1_off_d2_off_d3_off
False,1.6897271255862607,92,zero,2023-01-13 16:16:00,,False,False,257.65,257.61,stop,2023-01-17 16:07:00,,256.83,2023-01-13 16:16:00,257.61,60.060000000002276,stock,stock_only,60.060000000002276,False,0.3070866141732444,safe_0_25pct,77,,19839.05,195.5799999999972,2023-01-13 16:00:00,closed,255.11,stock_trend_momentum_v2,CAT,262.73,0.0,d1_off_d2_off_d3_off
False,0.40138088023415386,87,zero,2023-01-13 16:16:00,,False,False,53.88,53.82,stop,2023-01-17 14:30:00,,53.81,2023-01-13 16:16:00,53.82,3.709999999999262,stock,stock_only,3.709999999999262,False,0.016393442622947573,safe_0_25pct,371,,19989.48,226.30999999999977,2023-01-13 16:00:00,closed,53.27,stock_trend_momentum_v2,NEM,55.1,0.0,d1_off_d2_off_d3_off
False,0.9916147017705784,92,zero,2023-01-17 16:16:00,,False,False,123.73,122.24,stop,2023-01-17 16:42:00,,123.3,2023-01-17 16:16:00,122.24,-170.66000000000037,stock,stock_only,-170.66000000000037,False,-0.7114093959731516,safe_0_25pct,161,,19920.53,239.89000000000146,2023-01-17 16:00:00,closed,122.24,stock_trend_momentum_v2,MPC,126.71,0.0,d1_off_d2_off_d3_off
False,0.5445753676682829,87,zero,2023-01-17 16:16:00,,False,False,50.46,49.64,stop,2023-01-18 17:30:00,,50.13,2023-01-17 16:16:00,49.64,-148.9600000000006,stock,stock_only,-148.9600000000006,False,-0.5975609756097583,safe_0_25pct,304,,15339.84,249.2800000000001,2023-01-17 16:00:00,closed,49.64,stock_trend_momentum_v2,C,52.1,0.0,d1_off_d2_off_d3_off
False,0.870147671653523,92,zero,2023-01-18 16:16:00,,False,False,137.06,135.75,stop,2023-01-18 17:04:00,,136.83,2023-01-18 16:16:00,135.75,-156.6000000000018,stock,stock_only,-156.6000000000018,False,-0.8244274809160387,safe_0_25pct,145,,19873.7,189.95000000000033,2023-01-18 16:00:00,closed,135.75,stock_trend_momentum_v2,AAPL,139.68,0.0,d1_off_d2_off_d3_off
False,0.9143603946199808,92,zero,2023-01-18 16:16:00,,False,False,130.1,128.72,stop,2023-01-18 16:43:00,,129.51,2023-01-18 16:16:00,128.72,-120.86999999999878,stock,stock_only,-120.86999999999878,False,-0.5724637681159381,safe_0_25pct,153,,19905.3,211.1399999999993,2023-01-18 16:00:00,closed,128.72,stock_trend_momentum_v2,SOXX,132.86,0.0,d1_off_d2_off_d3_off
False,0.21713525069025014,87,zero,2023-01-20 16:16:00,,False,False,30.8,31.46,target,2023-01-23 14:48:00,,30.79,2023-01-20 16:53:00,30.88,431.4800000000011,stock,stock_only,431.4800000000011,False,2.030303030303024,safe_0_25pct,644,,19835.2,212.52000000000118,2023-01-20 16:00:00,closed,30.47,stock_trend_momentum_v2,CMG,31.46,0.0,d1_off_d2_off_d3_off
False,1.0653464203814162,87,zero,2023-01-20 16:16:00,,False,False,137.65,140.85,target,2023-01-23 14:48:00,,137.65,2023-01-20 16:45:00,138.12,460.79999999999836,stock,stock_only,460.79999999999836,False,2.0,safe_0_25pct,144,,19821.600000000002,230.39999999999918,2023-01-20 16:00:00,closed,136.05,stock_trend_momentum_v2,META,140.85,0.0,d1_off_d2_off_d3_off
False,1.7951399687654686,92,zero,2023-01-23 16:16:00,,False,False,156.5,153.8,stop,2023-01-25 14:30:00,,156.5,2023-01-23 16:26:00,153.8,-248.39999999999895,stock,stock_only,-248.39999999999895,False,-1.0,safe_0_25pct,92,,14398.0,248.39999999999895,2023-01-23 16:00:00,closed,153.8,stock_trend_momentum_v2,CRM,161.9,0.0,d1_off_d2_off_d3_off
False,0.8079798335969377,87,zero,2023-01-23 16:16:00,,False,False,97.07,95.85,stop,2023-01-25 14:30:00,,97.07,2023-01-23 17:14:00,95.85,-250.09999999999977,stock,stock_only,-250.09999999999977,False,-1.0,safe_0_25pct,205,,19899.35,250.09999999999977,2023-01-23 16:00:00,closed,95.85,stock_trend_momentum_v2,AMZN,99.51,0.0,d1_off_d2_off_d3_off
False,0.25031030978008934,81,zero,2023-01-24 16:16:00,,False,False,39.62,39.24,stop,2023-01-25 14:30:00,,39.61,2023-01-24 16:16:00,39.24,-186.84999999999872,stock,stock_only,-186.84999999999872,False,-0.9736842105263207,safe_0_25pct,505,,20008.1,191.8999999999977,2023-01-24 16:00:00,closed,39.24,stock_trend_momentum_v2,XLRE,40.38,0.0,d1_off_d2_off_d3_off
False,0.40565157483829706,81,zero,2023-01-24 16:16:00,,False,False,70.63,70.02,stop,2023-01-25 14:30:00,,70.63,2023-01-24 16:16:00,70.02,-172.62999999999982,stock,stock_only,-172.62999999999982,False,-1.0,safe_0_25pct,283,,19988.289999999997,172.62999999999982,2023-01-24 16:00:00,closed,70.02,stock_trend_momentum_v2,XLY,71.85,0.0,d1_off_d2_off_d3_off
