timestamp,event,symbol,delta,reserved_total
2022-07-22 13:52:00,release,V,-19128.77,19155.600000000082
2022-07-22 14:21:00,release,IBB,-19155.6,8.36735125631094e-11
2022-07-22 15:16:00,reserve,XLV,19187.91,19187.910000000084
2022-07-22 15:16:00,reserve,DIA,18962.01,38149.920000000086
2022-07-22 15:31:00,release,DIA,-18962.01,19187.910000000087
2022-07-22 16:10:00,release,XLV,-19187.91,8.731149137020111e-11
2022-07-25 15:16:00,reserve,BAC,19142.2,19142.200000000088
2022-07-25 15:16:00,reserve,C,19134.0,38276.200000000084
2022-07-25 16:13:00,release,C,-19134.0,19142.200000000084
2022-07-26 13:30:00,release,BAC,-19142.2,8.36735125631094e-11
2022-07-26 15:16:00,reserve,COP,19115.2,19115.200000000084
2022-07-26 15:16:00,reserve,XLV,19098.26,38213.46000000008
2022-07-26 15:39:00,release,COP,-19115.2,19098.26000000008
2022-07-27 15:16:00,reserve,DVN,19067.74,38166.00000000008
2022-07-27 15:16:00,reserve,MDT,19065.3,57231.300000000076
2022-07-27 19:04:00,release,XLV,-19098.26,38133.04000000008
2022-07-28 13:30:00,release,DVN,-19067.74,19065.30000000008
2022-07-28 13:54:00,release,MDT,-19065.3,8.003553375601768e-11
2022-07-28 15:16:00,reserve,DVN,19270.18,19270.18000000008
2022-07-28 15:16:00,reserve,TSLA,19198.56,38468.74000000008
2022-07-29 13:30:00,release,DVN,-19270.18,19198.560000000078
2022-07-29 14:06:00,release,TSLA,-19198.56,7.639755494892597e-11
2022-07-29 15:16:00,reserve,AAPL,19489.2,19489.200000000077
2022-07-29 15:16:00,reserve,AMAT,19539.7,39028.90000000008
2022-08-01 13:33:00,release,AMAT,-19539.7,19489.20000000008
2022-08-01 15:16:00,reserve,AMAT,19484.92,38974.12000000008
2022-08-01 15:16:00,reserve,SOXX,19512.22,58486.340000000084
2022-08-01 17:03:00,release,SOXX,-19512.22,38974.12000000008
2022-08-02 13:30:00,release,AAPL,-19489.2,19484.920000000082
2022-08-02 13:30:00,release,AMAT,-19484.92,8.36735125631094e-11
2022-08-02 15:16:00,reserve,MPC,19313.1,19313.100000000082
2022-08-02 15:16:00,reserve,GLD,19207.28,38520.38000000008
2022-08-02 18:00:00,release,GLD,-19207.28,19313.10000000008
2022-08-03 15:16:00,reserve,CRWD,19283.67,38596.77000000008
2022-08-03 15:16:00,reserve,PLTR,19313.94,57910.71000000008
2022-08-04 13:31:00,release,CRWD,-19283.67,38627.04000000008
2022-08-04 13:35:00,release,MPC,-19313.1,19313.940000000082
2022-08-04 15:16:00,reserve,AMAT,19106.12,38420.060000000085
2022-08-04 15:16:00,reserve,NVDA,19119.3,57539.36000000009
2022-08-05 13:30:00,release,PLTR,-19313.94,38225.420000000086
2022-08-05 13:30:00,release,AMAT,-19106.12,19119.300000000087
2022-08-05 13:30:00,release,NVDA,-19119.3,8.731149137020111e-11
2022-08-05 15:16:00,reserve,XLF,19113.820000000003,19113.82000000009
2022-08-05 15:16:00,reserve,NOW,19065.15,38178.97000000009
2022-08-05 15:27:00,release,XLF,-19113.820000000003,19065.150000000085
2022-08-05 19:27:00,release,NOW,-19065.15,8.36735125631094e-11
2022-08-08 15:16:00,reserve,FCX,19132.33,19132.330000000085
2022-08-08 15:16:00,reserve,ISRG,19085.04,38217.37000000008
2022-08-08 15:42:00,release,ISRG,-19085.04,19132.33000000008
2022-08-09 14:05:00,release,FCX,-19132.33,8.003553375601768e-11
2022-08-09 15:16:00,reserve,CVS,18951.48,18951.48000000008
2022-08-09 15:16:00,reserve,CVX,18912.300000000003,37863.780000000086
2022-08-09 16:52:00,release,CVX,-18912.300000000003,18951.480000000083
2022-08-10 15:16:00,reserve,BKNG,18995.64,37947.12000000008
2022-08-10 15:16:00,reserve,FCX,18976.44,56923.560000000085
2022-08-10 17:06:00,release,CVS,-18951.48,37972.08000000009
2022-08-11 13:40:00,release,BKNG,-18995.64,18976.44000000009
2022-08-11 15:16:00,reserve,BX,19053.76,38030.200000000084
2022-08-11 15:16:00,reserve,DIS,19092.8,57123.00000000009
2022-08-11 15:19:00,release,BX,-19053.76,38069.24000000009
2022-08-12 15:16:00,reserve,AMD,19138.7,57207.94000000009
2022-08-12 15:16:00,reserve,ORCL,19099.8,76307.74000000009
2022-08-15 13:30:00,release,FCX,-18976.44,57331.30000000009
2022-08-15 13:37:00,release,DIS,-19092.8,38238.50000000009
2022-08-15 14:12:00,release,AMD,-19138.7,19099.800000000087
2022-08-15 15:16:00,reserve,DIS,19150.25,38250.05000000009
2022-08-15 15:16:00,reserve,XLY,19187.4,57437.45000000009
2022-08-16 15:16:00,reserve,LOW,19307.47,76744.9200000001
2022-08-16 15:16:00,reserve,BAC,19329.1,96074.0200000001
2022-08-16 15:29:00,release,XLY,-19187.4,76886.62000000011
2022-08-16 18:46:00,release,ORCL,-19099.8,57786.82000000011
2022-08-16 19:59:00,release,DIS,-19150.25,38636.57000000011
2022-08-17 13:30:00,release,BAC,-19329.1,19307.47000000011
2022-08-17 13:39:00,release,LOW,-19307.47,1.0913936421275139e-10
2022-08-17 15:16:00,reserve,LOW,19296.98,19296.98000000011
2022-08-18 15:16:00,reserve,XOM,19448.46,38745.440000000104
2022-08-18 15:16:00,reserve,XLU,19431.06,58176.5000000001
2022-08-18 16:59:00,release,XLU,-19431.06,38745.440000000104
2022-08-19 14:56:00,release,LOW,-19296.98,19448.460000000105
2022-08-19 15:16:00,reserve,MRK,19330.41,38778.870000000104
2022-08-19 15:16:00,reserve,UNH,19264.35,58043.2200000001
2022-08-19 18:45:00,release,MRK,-19330.41,38712.8100000001
2022-08-19 19:46:00,release,XOM,-19448.46,19264.3500000001
2022-08-22 13:30:00,release,UNH,-19264.35,1.0186340659856796e-10
2022-08-23 15:16:00,reserve,DE,19282.08,19282.080000000104
2022-08-24 15:16:00,reserve,PSX,19284.3,38566.38000000011
2022-08-24 15:16:00,reserve,EOG,19228.56,57794.940000000104
2022-08-25 13:49:00,release,PSX,-19284.3,38510.6400000001
2022-08-25 14:10:00,release,EOG,-19228.56,19282.0800000001
2022-08-25 15:16:00,reserve,MO,19483.38,38765.4600000001
2022-08-25 15:16:00,reserve,COP,19470.5,58235.9600000001
2022-08-25 16:15:00,release,MO,-19483.38,38752.5800000001
2022-08-25 16:19:00,release,DE,-19282.08,19470.500000000102
2022-08-26 14:15:00,release,COP,-19470.5,1.0186340659856796e-10
2022-08-29 15:16:00,reserve,COP,19407.2,19407.200000000103
2022-08-29 15:16:00,reserve,DVN,19455.8,38863.0000000001
2022-08-29 19:50:00,release,COP,-19407.2,19455.8000000001
2022-08-30 13:30:00,release,DVN,-19455.8,1.0186340659856796e-10
2022-09-07 15:16:00,reserve,UBER,19427.22,19427.220000000103
2022-09-09 15:16:00,reserve,GM,19444.6,38871.8200000001
2022-09-12 13:30:00,release,GM,-19444.6,19427.220000000103
2022-09-12 15:16:00,reserve,JPM,19419.82,38847.0400000001
2022-09-12 15:16:00,reserve,F,19521.74,58368.7800000001
2022-09-13 13:30:00,release,JPM,-19419.82,38948.9600000001
2022-09-13 13:30:00,release,F,-19521.74,19427.2200000001
2022-09-14 15:16:00,reserve,CVX,19362.49,38789.7100000001
2022-09-14 15:16:00,reserve,EOG,19408.88,58198.5900000001
2022-09-14 19:30:00,release,EOG,-19408.88,38789.710000000094
2022-09-15 13:30:00,release,CVX,-19362.49,19427.220000000092
2022-09-16 15:16:00,reserve,JNJ,19289.64,38716.86000000009
2022-09-16 15:16:00,reserve,ABBV,19257.6,57974.46000000009
2022-09-19 13:32:00,release,ABBV,-19257.6,38716.86000000009
2022-09-19 13:33:00,release,JNJ,-19289.64,19427.22000000009
2022-09-19 15:16:00,reserve,NFLX,19319.28,38746.50000000009
2022-09-19 15:35:00,release,NFLX,-19319.28,19427.22000000009
2022-09-21 15:16:00,reserve,SCHW,19213.26,38640.48000000008
2022-09-21 15:16:00,reserve,ABBV,19195.5,57835.98000000008
2022-09-21 18:01:00,release,ABBV,-19195.5,38640.48000000008
2022-09-21 18:05:00,release,SCHW,-19213.26,19427.220000000085
2022-09-22 14:00:00,release,UBER,-19427.22,8.36735125631094e-11
2022-10-06 15:16:00,reserve,AMAT,19067.28,19067.280000000083
2022-10-06 15:16:00,reserve,CRWD,19080.0,38147.280000000086
2022-10-06 16:03:00,release,AMAT,-19067.28,19080.000000000087
2022-10-06 18:46:00,release,CRWD,-19080.0,8.731149137020111e-11
2022-10-07 15:16:00,reserve,COP,18942.05,18942.050000000087
2022-10-07 19:15:00,release,COP,-18942.05,8.731149137020111e-11
2022-10-10 15:16:00,reserve,DE,18944.85,18944.850000000086
2022-10-11 16:20:00,release,DE,-18944.85,8.731149137020111e-11
2022-10-12 15:16:00,reserve,MRNA,19079.1,19079.100000000086
2022-10-12 15:16:00,reserve,TGT,18975.88,38054.98000000008
2022-10-13 13:30:00,release,MRNA,-19079.1,18975.880000000085
2022-10-13 13:30:00,release,TGT,-18975.88,8.36735125631094e-11
2022-10-13 15:16:00,reserve,SLB,18887.52,18887.520000000084
2022-10-13 15:16:00,reserve,XLE,18873.34,37760.86000000009
2022-10-14 14:19:00,release,SLB,-18887.52,18873.340000000087
2022-10-14 15:16:00,reserve,KHC,18772.0,37645.340000000084
2022-10-14 15:16:00,reserve,ADBE,18705.28,56350.62000000008
2022-10-14 15:30:00,release,XLE,-18873.34,37477.280000000086
2022-10-17 13:30:00,release,ADBE,-18705.28,18772.000000000087
2022-10-17 15:08:00,release,KHC,-18772.0,8.731149137020111e-11
2022-10-17 15:16:00,reserve,MRNA,18769.36,18769.360000000088
2022-10-17 15:16:00,reserve,ORCL,18835.43,37604.79000000009
2022-10-18 13:51:00,release,ORCL,-18835.43,18769.360000000088
2022-10-18 14:58:00,release,MRNA,-18769.36,8.731149137020111e-11
2022-10-18 15:16:00,reserve,DIA,18664.78,18664.780000000086
2022-10-18 15:16:00,reserve,GOOGL,18677.84,37342.62000000008
2022-10-18 15:33:00,release,DIA,-18664.78,18677.840000000084
2022-10-19 13:30:00,release,GOOGL,-18677.84,8.36735125631094e-11
2022-10-19 15:16:00,reserve,DVN,18699.12,18699.120000000083
2022-10-19 15:16:00,reserve,XLE,18726.4,37425.520000000084
2022-10-20 13:30:00,release,DVN,-18699.12,18726.400000000085
2022-10-20 14:40:00,release,XLE,-18726.4,8.36735125631094e-11
2022-10-20 15:16:00,reserve,CRM,18797.22,18797.220000000085
2022-10-20 15:16:00,reserve,CSCO,18905.94,37703.16000000008
2022-10-20 17:06:00,release,CSCO,-18905.94,18797.220000000085
2022-10-20 18:23:00,release,CRM,-18797.22,8.36735125631094e-11
2022-10-21 15:16:00,reserve,DVN,18750.72,18750.720000000085
2022-10-21 15:16:00,reserve,XLE,18771.64,37522.36000000009
2022-10-24 13:38:00,release,XLE,-18771.64,18750.72000000009
2022-10-24 15:16:00,reserve,CAT,18868.41,37619.13000000009
2022-10-24 15:16:00,reserve,JPM,18777.22,56396.35000000009
2022-10-25 13:30:00,release,JPM,-18777.22,37619.13000000009
2022-10-25 15:16:00,reserve,BA,18832.56,56451.69000000009
2022-10-25 15:16:00,reserve,GM,18877.44,75329.13000000009
2022-10-26 13:30:00,release,CAT,-18868.41,56460.72000000009
2022-10-26 15:16:00,reserve,MS,19042.92,75503.64000000009
2022-10-26 15:16:00,reserve,NET,19062.29,94565.93000000008
2022-10-26 15:55:00,release,BA,-18832.56,75733.37000000008
2022-10-26 17:17:00,release,NET,-19062.29,56671.08000000008
2022-10-27 13:48:00,release,MS,-19042.92,37628.16000000008
2022-10-27 15:16:00,reserve,CMCSA,18888.82,56516.98000000008
2022-10-27 15:16:00,reserve,HON,18598.84,75115.82000000008
2022-10-27 18:09:00,release,CMCSA,-18888.82,56227.00000000008
2022-10-28 15:16:00,reserve,AMAT,18872.24,75099.24000000008
2022-10-28 15:16:00,reserve,AVGO,18231.57,93330.81000000008
2022-10-31 14:12:00,release,GM,-18877.44,74453.37000000008
2022-10-31 15:16:00,reserve,GM,18953.44,93406.81000000008
2022-10-31 15:16:00,reserve,COP,907.41,94314.22000000009
2022-10-31 15:58:00,release,COP,-907.41,93406.81000000008
2022-11-01 14:03:00,release,GM,-18953.44,74453.37000000008
2022-11-01 14:09:00,release,AVGO,-18231.57,56221.80000000008
2022-11-01 15:16:00,reserve,MPC,18909.2,75131.00000000009
2022-11-01 15:16:00,reserve,PSX,18986.88,94117.88000000009
2022-11-01 17:07:00,release,AMAT,-18872.24,75245.64000000009
2022-11-01 17:30:00,release,HON,-18598.84,56646.80000000009
2022-11-02 13:42:00,release,PSX,-18986.88,37659.920000000086
2022-11-02 13:58:00,release,DVN,-18750.72,18909.200000000084
2022-11-02 15:16:00,reserve,AMAT,18822.22,37731.420000000086
2022-11-02 15:16:00,reserve,CVS,18804.3,56535.72000000009
2022-11-02 18:37:00,release,AMAT,-18822.22,37713.50000000009
2022-11-03 13:30:00,release,MPC,-18909.2,18804.300000000087
2022-11-03 13:30:00,release,CVS,-18804.3,8.731149137020111e-11
2022-11-03 15:16:00,reserve,COP,18596.2,18596.200000000088
2022-11-03 15:16:00,reserve,BKNG,18682.5,37278.700000000084
2022-11-03 19:57:00,release,BKNG,-18682.5,18596.200000000084
2022-11-04 13:35:00,release,COP,-18596.2,8.36735125631094e-11
2022-11-04 15:16:00,reserve,COP,18687.96,18687.960000000083
2022-11-04 15:16:00,reserve,MS,18792.4,37480.36000000009
2022-11-04 15:33:00,release,COP,-18687.96,18792.40000000009
2022-11-04 15:49:00,release,MS,-18792.4,8.731149137020111e-11
2022-11-07 16:16:00,reserve,BAC,18711.88,18711.88000000009
2022-11-07 16:16:00,reserve,GILD,18673.7,37385.58000000009
2022-11-08 14:30:00,release,GILD,-18673.7,18711.88000000009
2022-11-08 16:16:00,reserve,AMD,18693.84,37405.72000000009
2022-11-08 16:16:00,reserve,INTC,18703.23,56108.950000000084
2022-11-08 18:29:00,release,INTC,-18703.23,37405.72000000009
2022-11-08 18:32:00,release,BAC,-18711.88,18693.840000000087
2022-11-08 19:11:00,release,AMD,-18693.84,8.731149137020111e-11
2022-11-09 16:16:00,reserve,VZ,18542.88,18542.88000000009
2022-11-09 16:16:00,reserve,PSX,18539.5,37082.38000000009
2022-11-09 19:03:00,release,PSX,-18539.5,18542.880000000092
2022-11-09 20:48:00,release,VZ,-18542.88,9.094947017729282e-11
2022-11-10 16:16:00,reserve,GE,18449.34,18449.34000000009
2022-11-10 16:16:00,reserve,USB,18455.05,36904.39000000009
2022-11-11 14:33:00,release,GE,-18449.34,18455.050000000087
2022-11-11 16:16:00,reserve,XLRE,18579.15,37034.200000000084
2022-11-11 16:16:00,reserve,XLI,18534.9,55569.100000000086
2022-11-14 14:33:00,release,XLRE,-18579.15,36989.950000000084
2022-11-14 16:16:00,reserve,VZ,18575.62,55565.57000000008
2022-11-14 16:16:00,reserve,XLP,18526.31,74091.88000000008
2022-11-14 19:10:00,release,USB,-18455.05,55636.830000000075
2022-11-14 19:56:00,release,VZ,-18575.62,37061.21000000008
2022-11-14 19:58:00,release,XLP,-18526.31,18534.900000000078
2022-11-14 20:45:00,release,XLI,-18534.9,7.639755494892597e-11
2022-11-15 16:16:00,reserve,AMD,18432.0,18432.000000000076
2022-11-15 16:16:00,reserve,CRM,18483.96,36915.96000000008
2022-11-15 18:40:00,release,CRM,-18483.96,18432.00000000008
2022-11-16 14:30:00,release,AMD,-18432.0,8.003553375601768e-11
2022-11-16 16:16:00,reserve,ABBV,18372.6,18372.60000000008
2022-11-16 16:16:00,reserve,MRK,18338.32,36710.92000000008
2022-11-16 18:20:00,release,MRK,-18338.32,18372.60000000008
2022-11-16 18:32:00,release,ABBV,-18372.6,8.003553375601768e-11
2022-11-17 16:16:00,reserve,CSCO,18274.2,18274.20000000008
2022-11-18 14:33:00,release,CSCO,-18274.2,8.003553375601768e-11
2022-11-18 16:16:00,reserve,JNJ,18415.95,18415.95000000008
2022-11-18 16:16:00,reserve,PANW,18399.2,36815.15000000008
2022-11-21 14:38:00,release,JNJ,-18415.95,18399.20000000008
2022-11-21 16:16:00,reserve,HD,18364.54,36763.74000000008
2022-11-21 16:16:00,reserve,VZ,18502.12,55265.86000000007
2022-11-22 14:53:00,release,HD,-18364.54,36901.32000000007
2022-11-22 16:16:00,reserve,COST,18499.6,55400.92000000007
2022-11-22 16:16:00,reserve,F,18571.52,73972.44000000008
2022-11-22 18:36:00,release,VZ,-18502.12,55470.32000000008
2022-11-23 15:16:00,release,F,-18571.52,36898.800000000076
2022-11-23 16:14:00,release,COST,-18499.6,18399.200000000077
2022-11-23 16:16:00,reserve,CAT,18528.9,36928.10000000008
2022-11-23 16:16:00,reserve,AAPL,18644.34,55572.440000000075
2022-11-23 16:54:00,release,AAPL,-18644.34,36928.10000000008
2022-11-23 16:56:00,release,PANW,-18399.2,18528.900000000078
2022-11-25 15:22:00,release,CAT,-18528.9,7.639755494892597e-11
2022-11-25 16:16:00,reserve,T,18556.56,18556.560000000078
2022-11-25 16:16:00,reserve,XLY,18545.8,37102.36000000007
2022-11-28 14:31:00,release,T,-18556.56,18545.800000000072
2022-11-28 16:16:00,reserve,LULU,18277.5,36823.300000000076
2022-11-28 16:16:00,reserve,GILD,18473.49,55296.79000000008
2022-11-28 16:52:00,release,GILD,-18473.49,36823.300000000076
2022-11-28 20:13:00,release,XLY,-18545.8,18277.500000000076
2022-11-29 14:35:00,release,LULU,-18277.5,7.639755494892597e-11
2022-11-29 16:16:00,reserve,MO,18414.32,18414.320000000076
2022-11-29 16:40:00,release,MO,-18414.32,7.639755494892597e-11
2022-11-30 16:16:00,reserve,FCX,18411.36,18411.360000000077
2022-11-30 16:16:00,reserve,UPS,18342.72,36754.080000000075
2022-11-30 19:17:00,release,FCX,-18411.36,18342.720000000074
2022-11-30 20:34:00,release,UPS,-18342.72,7.275957614183426e-11
2022-12-01 16:16:00,reserve,AMD,18532.06,18532.060000000074
2022-12-01 16:16:00,reserve,SOXX,18488.16,37020.220000000074
2022-12-02 14:30:00,release,AMD,-18532.06,18488.160000000073
2022-12-02 14:30:00,release,SOXX,-18488.16,7.275957614183426e-11
2022-12-05 16:16:00,reserve,ABBV,18392.64,18392.640000000072
2022-12-05 16:16:00,reserve,GOOGL,18473.85,36866.49000000007
2022-12-05 18:55:00,release,GOOGL,-18473.85,18392.640000000072
2022-12-06 15:48:00,release,ABBV,-18392.64,7.275957614183426e-11
2022-12-08 16:16:00,reserve,GLD,18327.1,18327.10000000007
2022-12-08 16:16:00,reserve,KHC,18402.44,36729.540000000066
2022-12-09 15:21:00,release,GLD,-18327.1,18402.440000000068
2022-12-09 16:16:00,reserve,PFE,18369.06,36771.50000000007
2022-12-09 16:16:00,reserve,ISRG,18258.84,55030.34000000007
2022-12-12 14:32:00,release,PFE,-18369.06,36661.28000000007
2022-12-12 14:34:00,release,KHC,-18402.44,18258.840000000073
2022-12-13 14:30:00,release,ISRG,-18258.84,7.275957614183426e-11
2022-12-13 16:16:00,reserve,ISRG,18419.94,18419.94000000007
2022-12-13 16:16:00,reserve,NET,18445.05,36864.99000000007
2022-12-13 17:11:00,release,NET,-18445.05,18419.94000000007
2022-12-14 16:16:00,reserve,PG,18367.65,36787.59000000007
2022-12-14 16:16:00,reserve,IBB,18270.21,55057.80000000007
2022-12-14 17:03:00,release,PG,-18367.65,36690.15000000007
2022-12-14 19:34:00,release,ISRG,-18419.94,18270.21000000007
2022-12-14 19:34:00,release,IBB,-18270.21,6.912159733474255e-11
2022-12-20 16:16:00,reserve,BA,18151.68,18151.68000000007
2022-12-21 14:58:00,release,BA,-18151.68,6.912159733474255e-11
2022-12-22 16:16:00,reserve,MRK,18361.2,18361.20000000007
2022-12-22 16:16:00,reserve,KHC,18357.69,36718.89000000007
2022-12-22 17:43:00,release,MRK,-18361.2,18357.69000000007
2022-12-22 18:30:00,release,KHC,-18357.69,7.275957614183426e-11
2022-12-23 16:16:00,reserve,CVX,18195.98,18195.980000000072
2022-12-27 16:16:00,reserve,KO,18339.3,36535.28000000007
2022-12-27 16:16:00,reserve,NEM,18345.04,54880.32000000007
2022-12-28 14:30:00,release,NEM,-18345.04,36535.28000000007
2022-12-28 14:56:00,release,CVX,-18195.98,18339.300000000072
2022-12-28 16:16:00,reserve,BAC,18273.71,36613.01000000007
2022-12-28 20:42:00,release,KO,-18339.3,18273.71000000007
2022-12-29 16:16:00,reserve,VZ,18304.48,36578.19000000007
2022-12-30 14:32:00,release,BAC,-18273.71,18304.48000000007
2022-12-30 16:16:00,reserve,GLD,18274.68,36579.16000000007
2023-01-03 14:30:00,release,VZ,-18304.48,18274.68000000007
2023-01-03 14:30:00,release,GLD,-18274.68,6.912159733474255e-11
2023-01-03 16:16:00,reserve,CRM,18319.2,18319.20000000007
2023-01-03 16:16:00,reserve,GE,18356.03,36675.23000000007
2023-01-03 16:32:00,release,CRM,-18319.2,18356.030000000068
2023-01-03 16:44:00,release,GE,-18356.03,6.912159733474255e-11
2023-01-04 16:16:00,reserve,CRM,18297.84,18297.84000000007
2023-01-04 16:16:00,reserve,ORCL,18327.26,36625.100000000064
2023-01-05 14:34:00,release,CRM,-18297.84,18327.260000000064
2023-01-05 15:17:00,release,ORCL,-18327.26,6.548361852765083e-11
2023-01-05 16:16:00,reserve,FCX,18311.7,18311.700000000066
2023-01-06 16:16:00,reserve,T,18295.16,36606.860000000066
2023-01-06 16:16:00,reserve,BX,18281.34,54888.20000000007
2023-01-09 14:30:00,release,T,-18295.16,36593.040000000066
2023-01-09 16:16:00,reserve,EBAY,18343.4,54936.44000000007
2023-01-09 16:16:00,reserve,META,18319.0,73255.44000000006
2023-01-09 17:35:00,release,EBAY,-18343.4,54912.04000000006
2023-01-09 17:58:00,release,BX,-18281.34,36630.700000000055
2023-01-10 14:30:00,release,META,-18319.0,18311.700000000055
2023-01-10 16:16:00,reserve,NFLX,18277.75,36589.450000000055
2023-01-11 14:34:00,release,NFLX,-18277.75,18311.700000000055
2023-01-11 16:16:00,reserve,BX,18252.39,36564.090000000055
2023-01-11 16:16:00,reserve,F,18273.6,54837.69000000005
2023-01-12 14:43:00,release,BX,-18252.39,36585.300000000054
2023-01-12 16:16:00,reserve,BA,18213.08,54798.380000000056
2023-01-12 16:16:00,reserve,EOG,18185.370000000003,72983.75000000006
2023-01-13 14:30:00,release,F,-18273.6,54710.15000000006
2023-01-13 14:37:00,release,EOG,-18185.370000000003,36524.78000000006
2023-01-13 16:16:00,reserve,CAT,18293.15,54817.93000000006
2023-01-13 16:16:00,reserve,NEM,18319.2,73137.13000000006
2023-01-13 18:15:00,release,BA,-18213.08,54924.05000000006
2023-01-17 14:30:00,release,NEM,-18319.2,36604.850000000064
2023-01-17 16:07:00,release,CAT,-18293.15,18311.700000000063
2023-01-17 16:16:00,reserve,MPC,18312.04,36623.74000000006
2023-01-17 16:16:00,reserve,C,18266.52,54890.26000000007
2023-01-17 16:42:00,release,MPC,-18312.04,36578.22000000007
2023-01-18 16:16:00,reserve,AAPL,18228.98,54807.20000000007
2023-01-18 16:16:00,reserve,SOXX,18214.0,73021.20000000007
2023-01-18 16:43:00,release,SOXX,-18214.0,54807.20000000007
2023-01-18 17:04:00,release,AAPL,-18228.98,36578.220000000074
2023-01-18 17:30:00,release,C,-18266.52,18311.700000000073
2023-01-20 16:16:00,reserve,CMG,18172.0,36483.70000000007
2023-01-20 16:16:00,reserve,META,18169.8,54653.50000000007
2023-01-23 14:48:00,release,CMG,-18172.0,36481.50000000007
2023-01-23 14:48:00,release,META,-18169.8,18311.700000000073
2023-01-23 16:16:00,reserve,CRM,18310.5,36622.20000000007
2023-01-23 16:16:00,reserve,AMZN,18249.16,54871.36000000007
2023-01-24 16:16:00,reserve,XLRE,18304.44,73175.80000000008
2023-01-24 16:16:00,reserve,XLY,18293.17,91468.97000000007
2023-01-25 14:30:00,release,CRM,-18310.5,73158.47000000007
2023-01-25 14:30:00,release,AMZN,-18249.16,54909.31000000007
2023-01-25 14:30:00,release,XLRE,-18304.44,36604.87000000007
2023-01-25 14:30:00,release,XLY,-18293.17,18311.70000000007
2023-01-25 16:16:00,reserve,EBAY,18126.0,36437.70000000007
2023-01-25 16:16:00,reserve,NEM,18123.5,54561.20000000007
2023-01-25 20:17:00,release,EBAY,-18126.0,36435.20000000007
2023-01-26 14:43:00,release,NEM,-18123.5,18311.70000000007
2023-01-26 16:16:00,reserve,AVGO,18200.1,36511.80000000007
2023-01-26 16:16:00,reserve,CVX,18127.06,54638.86000000007
2023-01-26 17:32:00,release,AVGO,-18200.1,36438.760000000075
2023-01-27 14:30:00,release,CVX,-18127.06,18311.700000000073
2023-01-27 16:16:00,reserve,COP,18289.74,36601.440000000075
2023-01-27 16:16:00,reserve,F,18302.91,54904.35000000008
2023-01-27 17:50:00,release,F,-18302.91,36601.440000000075
2023-01-30 14:30:00,release,COP,-18289.74,18311.700000000073
2023-01-31 16:16:00,reserve,AMZN,18330.44,36642.14000000007
2023-01-31 16:16:00,reserve,ELV,18020.52,54662.660000000076
2023-02-01 14:32:00,release,ELV,-18020.52,36642.14000000007
2023-02-01 15:56:00,release,AMZN,-18330.44,18311.700000000073
2023-02-01 16:16:00,reserve,F,18265.22,36576.92000000007
2023-02-01 16:16:00,reserve,UBER,18270.78,54847.70000000007
2023-02-01 20:34:00,release,F,-18265.22,36582.48000000007
2023-02-02 14:30:00,release,UBER,-18270.78,18311.70000000007
2023-02-02 16:16:00,reserve,NFLX,18441.36,36753.06000000007
2023-02-02 16:16:00,reserve,GE,18450.42,55203.48000000007
2023-02-02 19:47:00,release,NFLX,-18441.36,36762.12000000007
2023-02-02 20:03:00,release,GE,-18450.42,18311.70000000007
2023-02-03 16:16:00,reserve,NFLX,18413.55,36725.25000000007
2023-02-03 16:16:00,reserve,TSLA,18251.25,54976.50000000007
2023-02-03 18:45:00,release,TSLA,-18251.25,36725.25000000007
2023-02-03 19:20:00,release,NFLX,-18413.55,18311.700000000073
2023-02-06 16:16:00,reserve,TSLA,18123.84,36435.54000000007
2023-02-07 16:16:00,reserve,BAC,18190.2,54625.74000000008
2023-02-07 16:16:00,reserve,KKR,18157.48,72783.22000000007
2023-02-07 17:57:00,release,KKR,-18157.48,54625.74000000008
2023-02-07 18:15:00,release,BAC,-18190.2,36435.54000000008
2023-02-08 16:16:00,reserve,CRWD,18431.8,54867.340000000084
2023-02-08 16:16:00,reserve,LIN,18351.9,73219.24000000008
2023-02-08 18:38:00,release,LIN,-18351.9,54867.34000000008
2023-02-08 19:44:00,release,CRWD,-18431.8,36435.54000000008
2023-02-09 14:30:00,release,TSLA,-18123.84,18311.70000000008
2023-02-09 16:16:00,reserve,ZS,18401.5,36713.200000000084
2023-02-09 16:16:00,reserve,NFLX,18448.65,55161.850000000086
2023-02-09 17:46:00,release,NFLX,-18448.65,36713.200000000084
2023-02-09 20:58:00,release,ZS,-18401.5,18311.700000000084
2023-02-10 16:16:00,reserve,PEP,18348.75,36660.450000000084
2023-02-13 16:03:00,release,PEP,-18348.75,18311.700000000084
2023-02-13 16:16:00,reserve,LMT,18407.58,36719.280000000086
2023-02-13 20:19:00,release,LMT,-18407.58,18311.700000000084
2023-02-14 16:16:00,reserve,AMD,18327.82,36639.520000000084
2023-02-14 16:16:00,reserve,GM,18366.88,55006.40000000008
2023-02-15 14:30:00,release,GM,-18366.88,36639.52000000008
2023-02-15 14:53:00,release,AMD,-18327.82,18311.700000000077
2023-02-15 16:16:00,reserve,UBER,18348.3,36660.00000000007
2023-02-15 16:16:00,reserve,TSLA,18278.7,54938.70000000007
2023-02-16 14:30:00,release,UBER,-18348.3,36590.40000000007
2023-02-16 16:16:00,reserve,CSCO,18509.4,55099.80000000007
2023-02-16 16:16:00,reserve,MDT,18483.6,73583.40000000007
