symbol,mfe_r,mae_r,missing,net_pnl,group
EBAY,0.053030303030297564,1.0227272727272734,False,-288.8081000000015,loser
META,0.5432098765432055,2.2839506172839372,False,-245.00560000000064,loser
NFLX,1.255319148936156,0.1276595744680893,False,-29.572100000001765,loser
BX,1.3900000000000006,0.2600000000000051,False,-16.043495000002007,loser
F,0.4999999999999873,0.21428571428572155,False,249.9577499999993,winner
BA,1.9918032786885205,0.08196721311474951,False,139.08823000000106,winner
EOG,0.7356069364161674,1.075144508670517,False,-258.5351350000025,loser
CAT,1.4448818897638065,0.40157480314960486,False,37.1173800000021,winner
NEM,1.1147540983606563,0.3442622950819689,False,-14.897100000000677,loser
MPC,0.020134228187920104,0.7382550335570387,False,-175.04996000000034,loser
C,0.4512195121951187,0.6280487804878053,False,-195.43837000000076,loser
AAPL,0.11450381679387557,0.9312977099236617,False,-161.76657000000165,loser
SOXX,0.05072463768117524,0.6014492753623093,False,-128.67609999999888,loser
CMG,2.0909090909090833,0.0,False,376.936250000001,winner
META,2.031187500000005,0.024999999999995116,False,404.0189999999985,winner
CRM,1.3740740740740829,2.159259259259273,False,-334.0525499999987,loser
AMZN,0.836065573770501,3.778688524590167,False,-247.49447999999975,loser
XLRE,0.10526315789473586,1.1052631578947545,False,-189.1543499999988,loser
XLY,0.31147540983606214,2.2459016393442486,False,-176.20417499999985,loser
EBAY,1.9999999999999736,0.14814814814815644,False,392.0687999999993,winner
NEM,1.7499999999999916,0.0,False,135.95305000000027,winner
AVGO,2.1636363636363427,0.14545454545454123,False,322.62940000000043,winner
CVX,1.257383966244719,0.42616033755274996,False,-20.072360000001,loser
COP,0.8120300751879803,1.7506015037593998,False,-74.03360999999933,loser
F,2.076923076923061,0.07692307692307482,False,361.95096499999937,winner
AMZN,0.1319444444444431,1.0137500000000026,False,-274.5222799999996,loser
ELV,0.2045779685264671,0.8047210300429174,False,-211.18554000000017,loser
F,2.0,0.11111111111110891,False,466.05249999999927,winner
UBER,3.822916666666665,0.7812499999999993,False,549.8329724999999,winner
NFLX,0.4999999999999852,1.020833333333329,False,-260.240400000002,loser
GE,1.1777777777777572,0.37777777777777916,False,-9.534900000001766,loser
