symbol,mfe_r,mae_r,missing,net_pnl,group
NFLX,0.3090909090909098,1.0545454545454434,False,-289.4279750000021,loser
TSLA,0.24822695035460954,1.0354609929078014,False,-673.573425000001,loser
TSLA,2.127450980392157,0.8709150326797354,False,1119.6270000000009,winner
BAC,1.4285714285714177,0.0714285714285823,False,26.51743499999816,winner
KKR,2.214285714285707,0.07142857142857142,False,606.7699000000002,winner
CRWD,0.19047619047619127,0.6825396825396793,False,-288.21117999999984,loser
LIN,0.26624737945492066,1.1006289308176012,False,-275.8031100000021,loser
ZS,0.3799212598425068,0.9015748031496071,False,-315.92015000000265,loser
NFLX,0.1250000000000037,0.9583333333333124,False,-236.11994999999888,loser
PEP,2.041379310344849,0.04137931034482948,False,291.2516250000018,winner
LMT,0.487179487179479,0.5710955710955657,False,-110.63073000000026,loser
AMD,1.1057692307692446,0.39102564102564363,False,-89.90201499999964,loser
GM,0.8199999999999932,0.5400000000000063,False,-61.745180000000616,loser
UBER,1.9818181818181984,0.10909090909090087,False,211.2168600000025,winner
TSLA,1.4112149532710316,0.3345794392523353,False,114.76474500000008,winner
CSCO,0.7566371681415884,1.0044247787610578,False,-429.62374000000096,loser
MDT,0.051470588235288585,1.0588235294117525,False,-167.3291400000015,loser
UNH,0.0013383838383780155,1.060606060606048,False,-160.3778400000013,loser
MCD,0.6981132075471644,1.0,False,-124.52452500000211,loser
KO,0.12068965517242689,0.41379310344826825,False,-54.36603999999923,loser
ABBV,0.24139534883722655,0.6268217054263482,False,-114.28454169999812,loser
PANW,0.7499999999999973,1.45588235294118,False,-216.6665800000012,loser
LMT,0.4689655172413785,0.965517241379303,False,-109.083215000001,loser
GE,0.15384615384614123,1.191025641025642,False,-184.16406000000023,loser
AXON,4.214007782101183,0.54863813229572,False,449.4963200000014,winner
FCX,0.5238095238095362,1.1904761904761991,False,-280.7389949999981,loser
C,0.7674418604651293,0.8139534883720804,False,-133.5722499999994,loser
CRWD,0.4571428571428557,1.0142857142857113,False,-412.0146600000016,loser
LMT,2.444794952681376,0.29337539432176724,False,268.14658500000064,winner
OXY,1.7390526315789598,0.5241052631578985,False,41.01170660000044,winner
LMT,0.42318840579709693,0.9478260869565196,False,-135.3885500000003,loser
AMD,0.29752066115702236,1.0165289256198313,False,-269.57112000000166,loser
FDX,0.32989690721650283,1.0154639175257738,False,-182.8519999999998,loser
AAPL,0.22879781420764936,1.1202185792349713,False,-231.86299500000143,loser
MSFT,2.038011695906448,0.15204678362572624,False,453.9289200000022,winner
GLD,0.9119718309858965,0.47535211267605904,False,-63.36075000000125,loser
NEM,1.617647058823532,0.0,False,85.4744799999992,winner
AAPL,1.6562500000000095,0.237499999999998,False,36.61829999999987,winner
AVGO,2.027397260273977,0.20547945205479345,False,399.36182000000025,winner
TXN,2.1057692307692446,0.5817307692307638,False,406.1741999999997,winner
NKE,1.9236111111110925,0.06944444444444979,False,-0.4924500000014191,loser
MU,2.028089887640448,0.5449438202247181,False,538.6823900000003,winner
XLV,0.10204081632652291,0.673469387755086,False,-60.72062000000162,loser
CRM,1.5562130177514788,0.733727810650894,False,-58.42560000000152,loser
GOOGL,0.2330827067669193,1.0300751879699295,False,-243.4255800000004,loser
NVDA,0.3571428571428523,1.0,False,-299.1032100000011,loser
NEM,1.4722222222222276,0.11111111111111549,False,52.91538999999915,winner
ISRG,2.076834862385323,0.13302752293578313,False,241.0725599999996,winner
GE,1.010309278350506,0.11340206185566964,False,-35.629425000000666,loser
MCD,0.14942528735635338,0.2413793103448107,False,-45.028829999997896,loser
FCX,2.1122448979591826,0.7551020408163183,False,445.1119200000019,winner
ORCL,1.4415584415584668,0.7662337662337562,False,24.204650000001607,winner
CRM,2.3695652173913198,0.11594202898550515,False,267.38864000000194,winner
GE,2.0468750000000018,0.664062499999995,False,229.96372000000025,winner
CVX,1.5126050420168191,0.2857142857142652,False,65.28123000000103,winner
FCX,1.9210526315789445,0.2807017543859713,False,234.08271249999987,winner
BA,2.1469194312796076,0.4075829383886294,False,347.06375,winner
C,2.24242424242426,0.0,False,9.423399999999983,winner
CAT,0.6202531645569603,0.5907172995780603,False,-115.8759999999999,loser
OXY,0.7568468468468404,1.0185585585585601,False,-330.68674580000146,loser
INTC,0.19023809523809943,0.9049999999999934,False,-228.9294476999993,loser
META,0.42051282051281946,0.7743589743589742,False,-145.6366999999991,loser
WMT,0.8888888888888911,0.36111111111111877,False,-29.38162500000042,loser
BMY,1.0113636363635934,0.034090909090909456,False,-20.975565000001342,loser
BMY,0.8863636363636422,1.11363636363639,False,-133.1413199999994,loser
GOOGL,0.3775524475524379,0.13286713286714058,False,40.49410999999813,winner
C,2.024390243902452,0.7682926829268301,False,304.58170000000007,winner
DIS,1.3301886792452768,0.8855660377358445,False,30.824429999999275,winner
BA,0.9234972677595553,1.049180327868854,False,-175.58577000000108,loser
DVN,0.5471698113207519,0.05660377358490768,False,1.358049999999977,winner
RTX,0.9418604651162823,0.39534883720929004,False,-36.37556999999897,loser
CVX,2.0000000000000506,0.1964285714285746,False,223.471440000001,winner
FCX,2.0588235294117383,0.07843137254901715,False,426.1115199999983,winner
GLD,0.09574468085103745,0.1510638297872603,False,-15.335214999999891,loser
BLK,0.6491464510332458,0.6513926325247082,False,-57.0245,loser
SLB,0.2666666666666593,0.788888888888877,False,-141.2301150000005,loser
MO,1.9999999999999691,0.7608695652173658,False,168.65266000000034,winner
UBER,2.0420512820512844,0.82051282051282,False,437.9245900000016,winner
LULU,1.2560975609756142,0.32055749128920363,False,4.866435000001335,winner
XLI,0.8409090909090784,0.8863636363635813,False,-31.25365499999875,loser
WMT,1.5000000000000138,0.769230769230786,False,40.75434999999874,winner
GE,1.4944943820224728,0.4257303370786372,False,26.14044930000231,winner
MS,0.04225352112676212,0.739436619718307,False,-224.3957399999992,loser
HD,1.0,0.5086956521738928,False,-61.61213499999876,loser
V,0.3185185185185249,1.029629629629624,False,-123.55550999999956,loser
LULU,1.1677966101694712,0.4627118644067756,False,-9.805559999999456,loser
SBUX,2.184615384615346,0.33846153846155563,False,216.03089999999924,winner
MMM,0.28757142857143514,1.0285714285714331,False,-263.4397499999985,loser
XLU,0.6500000000000267,2.0500000000000265,False,-124.50229999999776,loser
SBUX,0.5954807692307695,0.5576923076923104,False,131.21802000000093,winner
AMZN,1.017441860465117,0.6453488372093025,False,-124.62313500000164,loser
EBAY,1.7555555555555427,0.10555555555556152,False,324.9464099999985,winner
ETN,1.9757575757575634,0.3818181818181777,False,131.1376000000015,winner
HON,0.44000000000000583,1.0914285714285694,False,-179.22842,loser
JPM,0.4245614035087756,0.8210526315789503,False,-313.39165000000133,loser
XLP,0.5483870967741492,1.258064516129025,False,-4.262445000000025,loser
VRTX,0.019458544839256957,0.9763113367174209,False,-300.7143100000001,loser
MRK,0.0041666666666628676,0.9124999999999969,False,-183.90626750000104,loser
MRK,0.22123893805309824,1.0442477876106298,False,-193.3911749999993,loser
MSFT,1.4626168224299403,0.2803738317756868,False,31.31366000000188,winner
PEP,0.3749999999999815,1.0937500000000027,False,-108.44122000000075,loser
MRVL,0.5319148936170226,1.5106382978723458,False,-228.2538449999995,loser
TSLA,0.7662835249042106,0.827586206896546,False,-101.65749000000012,loser
GOOGL,0.15254237288136083,0.5423728813559295,False,-123.25184499999924,loser
GE,0.6233766233766318,1.220779220779224,False,-156.7448999999993,loser
XLK,1.3846153846153986,0.9487179487179226,False,1.0583999999995903,winner
GOOGL,2.0578512396694038,0.057851239669427214,False,388.1740800000003,winner
EQIX,0.07692307692307802,0.6431273644388376,False,-134.02080000000078,loser
META,0.5550847457627096,1.0423728813559296,False,-199.84426000000104,loser
COST,0.6833910034602187,0.7250519031141847,False,-87.19415999999853,loser
UBER,0.11538461538462064,1.1346153846153861,False,-262.4479999999981,loser
ZS,0.2791558441558479,0.5194805194805203,False,-35.09742499999992,loser
CRWD,0.19999999999999646,0.575000000000012,False,-136.1026499999994,loser
MRVL,1.9999999999999722,0.9607843137254845,False,7.819439999999968,winner
CRM,2.363636363636359,0.12715151515151552,False,302.0431200000006,winner
SPY,0.48447204968947233,1.074534161490688,False,-2.026474999999957,loser
CMCSA,0.5147058823529277,0.6323529411764742,False,-3.074610000000041,loser
BAC,0.20000000000000592,0.020833333333329016,False,0.0966625,winner
AMD,1.8279569892473078,0.2849462365591405,False,3.047899999999961,winner
XLC,0.23170731707316988,1.2197560975609938,False,-0.3819400000000003,loser
OXY,0.9245283018867942,0.24528301886792883,False,-0.1497449999999963,loser
AVGO,2.0000000000000373,0.0,False,10.145520000000072,winner
NFLX,2.0212765957446766,0.21276595744681204,False,12.641579999999967,winner
AXP,1.4064327485380292,0.3157894736842097,False,-1.9108799999999693,loser
XLY,0.25757575757575596,1.151515151515119,False,-0.6961300000000046,loser
NFLX,1.4150943396226385,0.018867924528298094,False,1.2990900000000074,winner
PLTR,0.4399999999999977,1.0,False,-1.02912,loser
GOOGL,0.24390243902438996,0.9918699186991943,False,-5.377799999999995,loser
APP,0.17187499999999897,1.0624999999999987,False,-1.3293200000000012,loser
F,2.0,0.5624999999999987,False,13.211320000000011,winner
MS,1.5151515151514903,0.1363636363636393,False,0.8632499999999386,winner
PLTR,0.3125,0.7053571428571392,False,-0.7015550000000017,loser
DIA,2.078651685393252,0.6067415730337402,False,1.4910449999999842,winner
JNJ,2.0624999999999827,0.17361111111111138,False,1.325392499999985,winner
AVGO,0.14102564102564008,1.0,False,-5.165160000000006,loser
NFLX,1.1805555555555594,0.1111111111111188,False,0.0382199999999983,winner
UBER,1.3958333333333253,0.08333333333333087,False,-0.5350799999999999,loser
PLTR,1.6078431372549031,0.23529411764705738,False,0.2244300000000002,winner
INTC,2.341269841269834,0.4841269841269817,False,22.888360000000056,winner
META,0.1735856573705174,0.3027888446215114,False,-2.011150000000036,loser
F,2.269230769230786,0.4230769230769378,False,0.5611949999999999,winner
F,2.156250000000002,0.5312499999999938,False,0.1300424999999995,winner
T,1.1249999999999722,0.2499999999999889,False,-0.0360199999999995,loser
T,0.22727272727271552,0.6363636363636422,False,-0.0861450000000002,loser
PLTR,0.18918918918918945,0.8378378378378322,False,-0.3164200000000007,loser
F,0.2692307692307687,0.6538461538461565,False,-0.1002425000000008,loser
PLTR,0.8448275862069025,0.36206896551723167,False,-0.0817424999999977,loser
PLTR,2.1190476190476297,0.34523809523809573,False,0.8218999999999999,winner
APP,3.4117647058823395,0.05882352941176675,False,0.9904599999999996,winner
PFE,0.7307692307692276,0.4038461538461449,False,-1.7539499999999744,loser
APP,1.0337837837837818,0.5743243243243189,False,1.193815,winner
T,0.09999999999999823,0.4000000000000107,False,-2.168000000000037,loser
TSLA,2.076388888888892,0.8287037037037079,False,16.793499999999973,winner
ORCL,0.9037037037037067,0.1481481481481509,False,25.01894000000002,winner
MRNA,1.0,0.36601307189542603,False,-0.4447449999999983,loser
APP,0.39062499999999967,0.5312499999999938,False,0.2955700000000096,winner
F,2.277777777777782,0.6111111111111089,False,0.345685000000001,winner
F,0.05555555555556433,0.7222222222222179,False,-0.154244999999999,loser
PLTR,0.5862068965517256,1.5862068965517255,False,-0.6101099999999983,loser
XOM,2.825581395348847,0.4069767441860402,False,1.9749050000000037,winner
XLF,2.2500000000000147,0.6641666666667021,False,0.706244999999988,winner
INTC,0.28846153846153794,1.1250000000000102,False,-7.201967500000007,loser
DIA,0.039215686274530565,1.0049019607843093,False,-1.367519999999982,loser
MU,0.5866666666666637,1.0,False,-2.462295,loser
GOOGL,1.0463917525773068,0.20618556701032711,False,-1.1504200000000226,loser
XLE,0.5185185185185146,1.4444444444444298,False,-0.2765250000000039,loser
DIS,0.9382716049382753,0.6790123456790069,False,-1.155839999999988,loser
GOOGL,0.4099999999999966,1.1899999999999977,False,-3.9118000000000137,loser
CVS,1.6461538461538572,0.5384615384615586,False,1.2692399999999182,winner
F,0.18090909090909008,1.0,False,-0.2450899999999988,loser
CI,1.1914062500000033,0.13281249999999012,False,0.3812400000000363,winner
FDX,0.3129496402877681,1.0287769784172602,False,-207.006280000002,loser
COST,0.38419117647059825,0.9503676470588264,False,-173.48793499999914,loser
FDX,0.4294354838709637,0.9495967741935487,False,-5.163314999999995,loser
COST,0.36987951807228353,0.7578072289156684,False,-111.64425250000254,loser
PLTR,1.371428571428567,0.04285714285714431,False,42.98206749999969,winner
PANW,2.362790697674427,0.10232558139534871,False,702.4603300000009,winner
PLTR,2.361702127659579,0.17021276595745116,False,4.249799999999993,winner
INTC,1.552631578947396,0.5447368421052716,False,0.0870400000000107,winner
NEM,1.5375000000000105,0.32500000000000756,False,47.639200000000265,winner
AMAT,0.01999999999998181,0.8040000000000191,False,-4.307070000000009,loser
MSFT,0.10176991150440809,1.0353982300885138,False,-139.9463999999995,loser
CRM,0.1500000000000062,0.931250000000009,False,-6.709579999999995,loser
CI,2.0223463687150955,0.3505586592178774,False,411.2471999999981,winner
DVN,0.35593220338983417,0.10169491525424178,False,-0.52437,loser
CVS,0.13716814159292018,0.7743362831858341,False,-230.56875000000213,loser
MO,0.33370370370369845,0.7033333333333308,False,-1.6287946500000106,loser
BAC,1.7368421052631628,0.0,False,81.49242500000142,winner
PANW,0.08029197080290866,1.0364963503649718,False,-1.5017450000000043,loser
GLD,2.395604395604412,0.1428571428571384,False,200.85819499999877,winner
OXY,0.47786885245901556,1.3472131147541164,False,-1.092600000000008,loser
ORCL,1.4124999999999994,0.31150000000000344,False,-0.0891000000000039,loser
WFC,0.7444444444444417,1.0111111111111166,False,-0.4916550000000028,loser
LMT,0.07541899441341895,0.7625698324022272,False,-115.94419999999954,loser
SBUX,0.14814814814814717,1.0381481481481518,False,-121.86623999999848,loser
XLP,1.1250000000000222,0.421875000000025,False,-1.2961849999999688,loser
CL,0.3125000000000016,0.9642857142857206,False,-152.06615999999804,loser
CL,0.06097560975609354,0.13414634146341273,False,-8.15244000000196,loser
XLU,2.5384615384615583,0.1923076923076965,False,358.03287999999844,winner
NFLX,2.000000000000015,0.1489361702127518,False,17.942400000000095,winner
T,0.8461538461538619,0.15384615384615175,False,-0.0716799999999991,loser
META,0.162850678733025,1.0226244343891455,False,-5.051809999999959,loser
KO,0.8673913043478131,0.17391304347828504,False,-1.4577000000000937,loser
AXON,0.1503131524008351,1.0104384133611715,False,-15.038654999999975,loser
KO,0.13157894736841022,1.0263157894736596,False,-0.6967425000000128,loser
UBER,0.013698630136993368,0.9863013698630164,False,-12.242464999999909,loser
NVDA,2.016393442622959,0.26229508196720774,False,21.087360000000107,winner
META,0.7275747508305662,1.0,False,-6.684509999999982,loser
NVDA,0.8214285714285696,1.232142857142848,False,-2.4368800000000093,loser
PLTR,0.31249999999999306,0.5156249999999969,False,-1.8006000000000015,loser
SBUX,0.8030303030303089,0.38636363636363147,False,-2.454960000000023,loser
T,1.650000000000015,0.4500000000000009,False,0.0391774999999997,winner
GS,1.1391304347826332,0.5195652173913117,False,0.3520949999999727,winner
SCHW,0.8032786885245942,1.3934426229508117,False,-1.9985249999999983,loser
TSLA,0.7886178861788613,1.0135501355013503,False,-7.858509999999995,loser
GOOGL,2.6722222222222065,0.18322222222220855,False,2.057777499999993,winner
META,0.44767441860464335,0.9922480620155109,False,-5.799920000000005,loser
MO,1.9999999999999645,0.7999999999999716,False,1.4347599999999945,winner
T,0.2,1.1000000000000179,False,-4.88123999999991,loser
GLD,3.2830357142856688,0.39285714285713924,False,4.5727399999999365,winner
NEM,2.0000000000000444,0.6406250000000083,False,1.2030400000000012,winner
BA,0.07943925233645655,1.083738317757014,False,-7.087769999999959,loser
CVX,0.6421052631579168,1.0210526315789583,False,-1.0954049999999886,loser
TSLA,0.1330275229357801,0.4021406727828727,False,-4.084672500000028,loser
VZ,2.0588235294118387,0.5294117647058775,False,0.6042000000000068,winner
CRM,2.0301075268817175,0.15913978494623832,False,27.151050000000037,winner
PFE,0.736842105263156,0.3157894736842204,False,-0.2408250000000021,loser
IWM,0.9212598425196677,0.6141732283464526,False,0.6728599999999771,winner
XLV,1.53846153846153,0.32692307692304645,False,-0.1015449999999988,loser
KHC,1.3166666666666347,0.9833333333333251,False,0.3346799999999897,winner
BAC,0.5421739130434803,0.6752173913043484,False,-0.7447506000000017,loser
KHC,2.0000000000000457,0.19354838709676161,False,2.3318400000000183,winner
NVDA,1.0000000000000149,1.0416666666666734,False,-1.5838499999999909,loser
AMZN,2.2131147540983767,0.45901639344262524,False,2.4793349999999954,winner
DVN,0.2884615384615516,1.0,False,-1.696289999999988,loser
NKE,0.10000000000001599,2.1374999999999997,False,-0.9223099999999972,loser
SLB,0.6226415094339711,1.0754716981132058,False,-1.1663500000000022,loser
F,0.8888888888888911,0.2222222222222376,False,-0.096150000000004,loser
ARM,0.18382352941176477,0.7867647058823587,False,-2.2813900000000147,loser
ARM,1.1964285714285847,0.9285714285714295,False,0.4943600000000148,winner
AMD,2.1306956521739537,0.17365217391305307,False,2.2577501499999872,winner
NEM,0.9193548387096826,0.0806451612903174,False,-0.2019074999999957,loser
PFE,0.5000000000000089,0.949999999999992,False,-0.6436999999999893,loser
CSCO,0.019230769230779217,0.6346153846153862,False,-0.4312249999999983,loser
KO,1.2413793103448292,0.827586206896561,False,0.0401199999999965,winner
XLF,0.09117647058820998,1.0294117647058971,False,-0.6233850000000052,loser
MRNA,1.2968750000000036,0.12276785714285361,False,0.2317624999999988,winner
XLV,0.34848484848481975,0.984696969696936,False,-0.7204900000000125,loser
ABT,1.598360655737697,0.39344262295083493,False,0.0015074999999948,winner
MRVL,2.5275229357798272,0.11009174311926408,False,5.24951000000001,winner
UBER,0.3292682926829305,1.0,False,-1.7666400000000009,loser
NOW,3.232394366197214,0.26760563380281605,False,2.690450000000004,winner
DIS,0.17283950617283972,0.6666666666666725,False,-0.5986975000000097,loser
APP,2.238095238095232,0.2619047619047595,False,1.6363399999999997,winner
APP,1.8659793814433034,0.10309278350515623,False,0.0261750000000002,winner
NOW,0.7868852459016328,0.22950819672130307,False,-0.5735399999999875,loser
CMCSA,0.8577981651376075,0.3990825688073403,False,0.6578775000000017,winner
F,1.4244444444444428,0.16666666666667324,False,0.4971849999999861,winner
T,0.9761904761904806,0.666666666666678,False,-0.4234200000000011,loser
GE,0.933962264150975,0.632075471698117,False,-0.2563599999999761,loser
NVDA,0.3000000000000011,1.092307692307696,False,-2.7346999999999944,loser
APP,0.5567010309278349,1.0,False,-3.0484049999999967,loser
SPG,1.2762430939226517,0.19889502762431668,False,0.2146399999999852,winner
F,0.9285714285714421,1.428571428571436,False,-0.2522849999999976,loser
NVDA,0.11818181818181465,0.10909090909091379,False,-0.3240300000000068,loser
XLI,1.6730769230769447,0.08653846153846548,False,0.2518250000000045,winner
WMT,0.02542372881355427,0.9576271186440702,False,-2.2169900000000085,loser
PFE,0.5004166666666731,0.7912499999999967,False,-0.2175649499999979,loser
XLU,1.0999999999999983,0.6499999999999974,False,-0.2432200000000045,loser
XLB,2.052631578947396,0.21052631578947173,False,1.0106400000000078,winner
GM,0.07142857142858883,1.0285714285714436,False,-1.170704999999983,loser
DVN,0.4499999999999929,1.3499999999999965,False,-1.332210000000017,loser
DVN,0.04081632653061846,0.24489795918366725,False,-0.4630349999999983,loser
GM,0.07446808510639102,1.1063829787233985,False,-1.5325349999999966,loser
ARM,0.7476699029126153,0.9028155339805849,False,-2.8909948500000184,loser
EOG,0.05158730158729957,1.0396825396825373,False,-1.376820000000005,loser
DVN,0.9318181818181638,0.14772727272726593,False,-0.3149100000000068,loser
MRVL,2.0490797546012347,0.6442331288343579,False,3.177040000000005,winner
NEM,0.4871794871794806,1.051282051282041,False,-0.4237750000000005,loser
PLTR,0.3483146067415754,1.0168539325842663,False,-1.8330500000000007,loser
APP,0.07065217391304088,0.4999999999999923,False,-0.4044400000000034,loser
DIS,1.7088607594936989,0.11405063291138408,False,0.2981950000000107,winner
PFE,0.4200000000000017,0.3200000000000074,False,0.0283819499999971,winner
BAC,1.3958333333333253,0.9374999999999981,False,0.1315499999999949,winner
OXY,1.6216216216216366,0.3513513513513415,False,-0.092394999999994,loser
DIS,0.8651685393258537,0.32584269662920434,False,-0.3435449999999898,loser
BAC,0.06818181818182112,1.5,False,-0.7680899999999966,loser
XLF,2.1333333333332543,0.6,False,0.7759499999999915,winner
NVDA,2.0425531914893633,0.4184397163120602,False,2.727169999999993,winner
PFE,0.8684210526316035,0.4473684210526227,False,-0.1127324999999973,loser
ARM,1.655384615384614,0.6215384615384647,False,1.7194499999999853,winner
ARM,0.3152688172043058,1.1057347670250957,False,-2.9258224999999967,loser
BAC,2.0000000000000395,0.08333333333329715,False,0.9672300000000196,winner
DIS,0.3017241379310305,1.0043103448275945,False,-1.2816199999999969,loser
OXY,1.3181818181818103,0.7954545454545582,False,0.3257499999999795,winner
F,0.6428571428571392,1.0714285714285696,False,-1.5373000000000057,loser
NFLX,1.2241379310344878,0.1379310344827561,False,0.1934600000000074,winner
APP,0.23648648648648202,1.020270270270271,False,-1.555910000000004,loser
CMG,2.3250000000000077,0.6499999999999974,False,0.8611700000000018,winner
NEM,0.18749999999999603,0.4017857142857203,False,-0.7339874999999949,loser
XOM,0.027397260273967,0.16438356164384094,False,-0.2313849999999994,loser
CMG,0.7777777777777821,1.0555555555555578,False,-1.1986599999999985,loser
NKE,2.1558441558441626,0.012987012987019698,False,1.5152949999999994,winner
RTX,0.500000000000007,1.684803921568626,False,-1.121229999999996,loser
MO,2.052631578947396,0.18421052631577373,False,2.1493800000000154,winner
C,0.02941176470588358,0.6470588235294109,False,-0.7656000000000005,loser
MMM,0.05703422053231625,0.7642585551330832,False,-2.09545,loser
MRNA,2.0888888888888815,0.35308641975308713,False,8.316249999999998,winner
PLTR,3.3372093023255807,0.12790697674418547,False,6.12907500000001,winner
PANW,2.2551724137931086,0.25517241379310857,False,3.1193149999999816,winner
GM,0.01562500000000798,0.8593749999999948,False,-0.9614624999999956,loser
T,1.2272727272727155,0.5909090909091056,False,0.0079224999999985,winner
XLP,2.062499999999942,0.9374999999999695,False,0.5729550000000057,winner
KO,2.4562500000000567,0.6270833333333508,False,0.4862847500000019,winner
BAC,1.4347826086956643,0.5434782608695726,False,0.1629799999999948,winner
MMM,2.129032258064505,0.9677419354838547,False,1.7786000000000095,winner
GM,0.017241379310328774,0.810344827586212,False,-0.2805975000000065,loser
BAC,2.3333333333333335,0.6190476190475949,False,0.3811700000000017,winner
CSCO,2.0344827586207073,0.7241379310344879,False,0.5305999999999983,winner
MRNA,1.2371428571428527,0.2714285714285682,False,0.0840175000000033,winner
XLE,2.0,0.18181818181817888,False,1.1780099999999931,winner
MRVL,1.0,1.130808080808089,False,-0.3874600000000091,loser
SLB,0.1052631578947339,1.1052631578947338,False,-1.2864900000000077,loser
BAC,0.5000000000000339,0.6904761904761921,False,-0.553567499999988,loser
RTX,0.05797101449276287,1.0,False,-0.7957349999999977,loser
T,0.22727272727271552,1.0,False,-1.0195599999999954,loser
MU,0.644999999999996,1.1099999999999994,False,-2.120815000000009,loser
SBUX,2.273972602739773,0.2876712328767078,False,1.379890000000008,winner
ARM,1.102167182662538,0.48606811145510564,False,-0.9436999999999932,loser
WMT,1.9999999999999583,0.04411764705882476,False,1.2271999999999852,winner
XLC,1.0918367346938662,0.14285714285714285,False,0.2853349999999903,winner
T,0.22416666666667528,0.5833333333333013,False,-0.2348999999999961,loser
CVS,1.425531914893624,0.38297872340425565,False,-0.1625400000000062,loser
AVGO,14.065088757396474,0.09467455621301586,False,3.37024000000001,winner
NVDA,2.010000000000005,0.23499999999999943,False,3.87037,winner
MU,0.3827160493827178,0.2016460905349826,False,0.105475,winner
GILD,0.7788461538461499,0.42788461538461603,False,-0.3008199999999965,loser
C,0.7812499999999936,1.052083333333315,False,-1.072435000000003,loser
NFLX,1.428571428571408,0.2653061224489654,False,0.0036100000000147,winner
XLK,0.48051948051947047,0.8311688311688362,False,-0.61387,loser
MS,0.8051948051948152,0.6233766233766318,False,-0.1079950000000051,loser
PFE,0.22916666666666696,0.5208333333333367,False,-0.306405,loser
BAC,2.0357142857142785,0.07142857142855692,False,0.5295250000000002,winner
XLF,0.0,0.7142857142857071,False,-0.1415699999999943,loser
BAC,0.4199999999999875,0.0,False,-0.0110049999999988,loser
T,1.4444444444444358,0.22222222222225732,False,0.0011399999999995,winner
F,0.6249999999999972,1.0624999999999987,False,-0.1746400000000001,loser
XLB,1.9999999999999771,0.451612903225805,False,0.5740499999999974,winner
XLRE,1.9428571428571342,0.6571428571428456,False,0.1482850000000048,winner
KHC,2.5499999999999714,0.08749999999999022,False,3.856,winner
CL,1.093750000000017,0.5000000000000063,False,-0.0228400000000017,loser
T,0.2631578947368441,0.8947368421052474,False,-0.5380500000000005,loser
VZ,0.12068965517240239,1.3275862068965487,False,-1.1415699999999898,loser
T,0.8076923076923171,0.34769230769229253,False,-0.4757599999999932,loser
RTX,2.7310000000000043,0.9250000000000147,False,1.4823899999999943,winner
XLRE,1.4062500000000075,0.14843749999999808,False,0.0881850000000025,winner
NKE,1.6184210526315639,0.19072368421052696,False,1.3677450000000029,winner
BMY,0.14285714285714285,1.0408163265306039,False,-0.539435000000002,loser
FCX,0.8400000000000034,1.019999999999996,False,-0.5139849999999989,loser
AMD,0.9274447949526761,0.753943217665616,False,-0.5567000000000057,loser
F,0.16666666666667324,0.9444444444444356,False,-1.343054999999987,loser
MO,2.4545454545454635,0.18181818181817888,False,1.1632499999999932,winner
FCX,0.2826086956521635,0.6304347826086927,False,-0.855150000000006,loser
WMT,0.3846153846153986,0.8717948717948792,False,-0.8322200000000068,loser
VZ,0.3395000000000033,1.0,False,-0.7246200000000085,loser
GM,0.9078947368421131,0.09210526315788686,False,-0.2383650000000034,loser
NEM,0.07317073170730186,0.6341463414634214,False,-0.566530000000008,loser
BAC,1.9130434782608265,0.8695652173913017,False,0.0395399999999982,winner
XLRE,1.6774193548387075,0.7903225806451473,False,0.1388250000000102,winner
KHC,0.05769230769231032,1.0384615384615585,False,-1.0248399999999955,loser
MRK,0.4242424242424221,0.9747474747474693,False,-1.0684950000000029,loser
XLP,0.07868421052631099,1.0,False,-0.4635799999999954,loser
XLRE,1.3142857142857114,0.4,False,-0.0045200000000008,loser
GILD,1.3583333333333263,0.316666666666674,False,0.667675,winner
XLRE,2.0710714285714276,0.0714285714285823,False,0.2548499999999971,winner
XLRE,0.7407407407407622,0.29629629629629434,False,-0.1252899999999983,loser
XLK,0.20588235294117524,1.25,False,-0.7900000000000068,loser
PFE,1.473684210526312,0.05263157894735759,False,-0.049100000000002,loser
XLB,0.15384615384615946,1.0,False,-1.3111950000000017,loser
NEM,2.3629032258064555,0.4677419354838715,False,1.630709999999995,winner
INTC,2.0878378378378444,0.11486486486486626,False,3.0240350000000005,winner
OXY,0.20260869565216474,0.5473913043478315,False,-0.6085118000000058,loser
XLK,0.1754385964912202,1.052631578947396,False,-0.5520899999999977,loser
MU,0.7287581699346366,1.0098039215686279,False,-3.1673400000000025,loser
INTC,0.05434782608695375,0.7500000000000019,False,-0.7375849999999977,loser
CVX,2.041322314049572,0.9008264462809886,False,2.3222249999999987,winner
BMY,2.078431372549032,0.1288235294117645,False,2.901930000000009,winner
XOM,2.2578124999999982,0.6171874999999932,False,2.6876050000000022,winner
T,0.5714285714285968,0.7857142857142984,False,-0.0971124999999992,loser
MU,0.13382352941176634,0.9102941176470589,False,-0.9904940000000052,loser
WFC,2.2264150943396173,0.5660377358490635,False,2.00473999999999,winner
XLK,2.203389830508481,0.6101694915254192,False,1.1558750000000102,winner
XLF,2.0555555555555447,0.2500000000000099,False,0.319512500000002,winner
WFC,0.20454545454546336,0.9545454545454634,False,-0.8956100000000011,loser
OXY,1.0686046511627878,1.4662790697674544,False,-0.2904705000000116,loser
SLB,0.4722222222222277,1.5833333333333366,False,-0.3346449999999991,loser
