session_date,equity,drawdown_pct
2026-07-01,99981.97973034944,-0.00018020269650558475
2026-07-01,99866.30004460177,-0.001336999553982314
2026-07-01,99988.92733538397,-0.00011072664616032853
2026-07-01,99872.44995390272,-0.001275500460972835
2026-07-02,99757.40672045671,-0.002425932795432891
2026-07-02,99629.04439622255,-0.003709556037774455
2026-07-02,99522.53933455561,-0.004774606654443923
2026-07-02,99443.95641083876,-0.005560435891612433
2026-07-02,99106.53911305312,-0.008934608869468794
2026-07-06,99012.2980822227,-0.009877019177773037
2026-07-06,98913.02303483793,-0.010869769651620736
2026-07-06,98994.06144308175,-0.010059385569182486
2026-07-06,98844.7724221116,-0.011552275778884067
2026-07-07,98746.94270149553,-0.01253057298504471
2026-07-07,98989.12509928552,-0.010108749007144797
2026-07-07,98890.16908291272,-0.011098309170872817
2026-07-08,98783.6071590148,-0.012163928409851942
2026-07-08,99013.15916895062,-0.009868408310493832
2026-07-08,98868.32188146806,-0.011316781185319414
2026-07-09,99071.87783406481,-0.009281221659351867
2026-07-09,98925.94315327147,-0.010740568467285338
2026-07-09,99743.6821085996,-0.0025631789140039473
2026-07-10,99617.8687814868,-0.003821312185131974
2026-07-10,99448.60264181242,-0.005513973581875762
2026-07-10,99520.84712983081,-0.004791528701691859
2026-07-10,99335.0234494415,-0.0066497655055849465
2026-07-10,99333.2320104021,-0.006667679895978945
2026-07-13,100804.51294723288,0.0
2026-07-13,100692.24822167528,-0.0011136874954831364
2026-07-13,100679.21102362232,-0.0012430189874152915
2026-07-14,100583.37647752711,-0.002193715968069094
2026-07-14,100413.93749322719,-0.003874583018025648
2026-07-14,100318.7837120394,-0.004818526680921004
2026-07-15,100491.84441592128,-0.0031017314817568986
2026-07-15,100366.37426038171,-0.004346419362003409
2026-07-16,100263.3039842387,-0.005368896165169631
2026-07-16,100165.49590425388,-0.0063391709785205865
2026-07-16,100057.95802723075,-0.007405967234749953
2026-07-16,99949.63366026325,-0.0084805656212746
2026-07-17,99816.69001240644,-0.009799391971106778
2026-07-17,99696.81164387628,-0.010988608257414436
2026-07-17,99527.29773238963,-0.012670218599357961
2026-07-17,99319.14607859399,-0.014735122716345339
2026-07-20,99178.69555225402,-0.016128418732898515
2026-07-20,99005.34941402132,-0.017848045495278166
2026-07-20,98880.23010398302,-0.01908925292121742
2026-07-20,98757.86315105883,-0.020303156439487907
2026-07-20,98579.5442517809,-0.02207211394014341
2026-07-21,98478.5497058219,-0.02307399910387473
2026-07-21,98367.01420851877,-0.02418045251595083
2026-07-21,98268.87269159833,-0.0251540350873166
2026-07-21,98120.71851920766,-0.026623752742400388
2026-07-22,98014.9220042119,-0.027673274355099812
2026-07-22,97919.9544359076,-0.0286153707506651
2026-07-22,97793.970559291,-0.029865154842003746
2026-07-22,97687.53629462325,-0.03092100305311973
2026-07-23,97484.46152870095,-0.03293554347383085
2026-07-23,97366.83334409227,-0.03410243750634557
2026-07-23,97270.9056961906,-0.03505405807468147
2026-07-23,97157.60737297554,-0.03617799905611715
2026-07-23,97013.94291410914,-0.03760317789648919
2026-07-24,96914.29619607335,-0.038591692350082626
2026-07-24,96814.39345687216,-0.03958274658248081
2026-07-24,96674.72493049588,-0.040968285010203664
2026-07-24,96551.83121255392,-0.04218741413794707
2026-07-27,96412.37522784414,-0.04357084411178945
2026-07-27,96231.64285890982,-0.04536374369187992
2026-07-27,96115.12211048837,-0.04651965174613977
2026-07-27,96012.20038252052,-0.047540654923068276
2026-07-27,95879.70814680835,-0.04885500317830486
2026-07-28,95762.15174592182,-0.05002118510260094
2026-07-28,95658.04953058792,-0.0510538989394149
2026-07-28,95571.33849328385,-0.05191408897227041
2026-07-28,95459.18528794883,-0.053026670165869656
2026-07-29,95332.96901548821,-0.05427875966831769
2026-07-29,95220.3281308342,-0.05539617873380117
2026-07-29,95129.17022598087,-0.056300482541122264
2026-07-29,95536.78910070448,-0.052256825538017776
2026-07-29,95368.10814886335,-0.0539301727613651
2026-07-30,95269.60108687304,-0.05490738160956297
2026-07-30,95901.90531742963,-0.04863480301094828
2026-07-30,95801.29799651302,-0.049632846828384015
2026-07-30,95706.89283146318,-0.05056936407636934
2026-07-31,95584.64252216312,-0.05178211046763507
2026-07-31,95483.43829765587,-0.05278607568256774
