avg_daily_volume_14d,avg_opening_volume_14d,breakout_triggered,candle_type,cost_adjusted_pnl,cost_model,daily_atr_14,direction,entry_gapped,entry_trigger_price,equity_at_arm_time,exit_gapped,exit_price,exit_reason,exit_time,gross_pnl,opening_bar_time,opening_close,opening_high,opening_low,opening_open,opening_price,opening_rel_volume,opening_volume,outcome_ambiguous,outcome_data_missing,passed_filters,pnl_r,quantity,rank,realized_position_value,rejection_reason,reservation_overrun,reserved_position_value,reserved_risk_amount,scenario,selected,session_date,session_exposure_cap_exceeded,session_worst_case_realized_gross_exposure,simulated_entry_price,stop_hit,stop_price,symbol,trigger_time,triggered
17113505.714285713,22981.714285714286,False,bearish,None,zero,19.031017269541458,short,False,595.235,25000.0,False,None,no_trigger,None,None,2026-07-01 13:30:00,601.39,607.03,595.235,606.955,606.955,4.608359441046297,105908.0,False,False,True,None,131.36449642138805,1,None,None,False,78192.74602738491,250.0,research_fidelity,True,2026-07-01,False,18049.623519436063,None,None,597.1381017269541,META,None,False
3820216.0,2940.5,True,bearish,169.33617490535931,zero,31.003416741485907,short,True,223.9,25000.0,False,221.74,eod_flatten,2026-07-01 19:59:00,169.33617490535931,2026-07-01 13:30:00,225.29,226.16,223.9,226.16,226.16,3.105934364903928,9133.0,False,False,True,0.6773446996214373,80.63627376445703,4,18049.623519436063,None,False,18054.46169586193,250.0,research_fidelity,True,2026-07-01,False,18049.623519436063,223.84,False,227.0003416741486,HON,2026-07-01 13:47:00,True
17113505.714285713,22981.714285714286,False,bearish,None,baseline,19.031017269541458,short,False,595.235,25000.0,False,None,no_trigger,None,None,2026-07-01 13:30:00,601.39,607.03,595.235,606.955,606.955,4.608359441046297,105908.0,False,False,True,None,131.36449642138805,1,None,None,False,78192.74602738491,250.0,research_fidelity,True,2026-07-01,False,18049.623519436063,None,None,597.1381017269541,META,None,False
3820216.0,2940.5,True,bearish,122.62729078220089,baseline,31.003416741485907,short,True,223.9,25000.0,False,221.74,eod_flatten,2026-07-01 19:59:00,169.33617490535931,2026-07-01 13:30:00,225.29,226.16,223.9,226.16,226.16,3.105934364903928,9133.0,False,False,True,0.49050916312880355,80.63627376445703,4,18049.623519436063,None,False,18054.46169586193,250.0,research_fidelity,True,2026-07-01,False,18049.623519436063,223.84,False,227.0003416741486,HON,2026-07-01 13:47:00,True
17113505.714285713,22981.714285714286,False,bearish,None,stressed,19.031017269541458,short,False,595.235,25000.0,False,None,no_trigger,None,None,2026-07-01 13:30:00,601.39,607.03,595.235,606.955,606.955,4.608359441046297,105908.0,False,False,True,None,131.36449642138805,1,None,None,False,78192.74602738491,250.0,research_fidelity,True,2026-07-01,False,18049.623519436063,None,None,597.1381017269541,META,None,False
3820216.0,2940.5,True,bearish,75.91840665904705,stressed,31.003416741485907,short,True,223.9,25000.0,False,221.74,eod_flatten,2026-07-01 19:59:00,169.33617490535931,2026-07-01 13:30:00,225.29,226.16,223.9,226.16,226.16,3.105934364903928,9133.0,False,False,True,0.3036736266361882,80.63627376445703,4,18049.623519436063,None,False,18054.46169586193,250.0,research_fidelity,True,2026-07-01,False,18049.623519436063,223.84,False,227.0003416741486,HON,2026-07-01 13:47:00,True
17113505.714285713,22981.714285714286,False,bearish,None,zero,19.031017269541458,short,False,595.235,100000.0,False,None,no_trigger,None,None,2026-07-01 13:30:00,601.39,607.03,595.235,606.955,606.955,4.608359441046297,105908.0,False,False,True,None,33.60017472090855,1,None,None,False,20000.0,63.94455053732073,intended_deployment,True,2026-07-01,False,78061.5151358465,None,None,597.1381017269541,META,None,False
23099885.0,21513.64285714286,True,bearish,33.93561405117899,zero,2.824371766742089,short,False,109.03,100000.0,False,108.845,eod_flatten,2026-07-01 19:59:00,33.93561405117899,2026-07-01 13:30:00,109.085,110.69,109.03,110.13,110.13,3.8757266983409195,83381.0,False,False,True,0.6550129206729769,183.4357516279923,2,20000.0,None,False,20000.0,51.80907579092131,intended_deployment,True,2026-07-01,False,78061.5151358465,109.03,False,109.31243717667421,WMT,2026-07-01 13:35:00,True
28030610.285714287,33166.57142857143,True,bearish,-63.59700963514965,zero,1.2817977291964193,short,False,40.31,100000.0,False,40.438179772919646,stop,2026-07-01 13:35:00,-63.59700963514965,2026-07-01 13:30:00,40.425,42.21,40.31,41.365,41.365,3.350904094484119,111138.0,True,False,True,-1.0,496.1548002976929,3,20000.0,None,False,20000.0,63.59700963514965,intended_deployment,True,2026-07-01,False,78061.5151358465,40.31,True,40.438179772919646,NKE,2026-07-01 13:35:00,True
3820216.0,2940.5,True,bearish,169.33617490535931,zero,31.003416741485907,short,True,223.9,100000.0,False,221.74,eod_flatten,2026-07-01 19:59:00,169.33617490535931,2026-07-01 13:30:00,225.29,226.16,223.9,226.16,226.16,3.105934364903928,9133.0,False,False,True,0.6773446996214373,80.63627376445703,4,18049.623519436063,None,False,18054.46169586193,250.0,intended_deployment,True,2026-07-01,False,78061.5151358465,223.84,False,227.0003416741486,HON,2026-07-01 13:47:00,True
11130841.5,8201.42857142857,True,bullish,-64.5303527371393,zero,1.5492896069358602,long,True,58.865,100000.0,False,58.71007103930641,stop,2026-07-01 13:50:00,-64.5303527371393,2026-07-01 13:30:00,58.84,58.865,58.215,58.49,58.49,3.016303779829298,24738.0,False,False,True,-1.2259099902517128,339.76046886944704,5,20011.89161641043,None,True,20000.0,52.638736326709804,intended_deployment,True,2026-07-01,False,78061.5151358465,58.9,True,58.71007103930641,MDLZ,2026-07-01 13:35:00,True
