symbol,session_date,scenario,cost_model,reason
INTC,2026-07-21,research_fidelity,stressed,max_gross_exposure
CL,2026-07-21,research_fidelity,stressed,max_gross_exposure
NOW,2026-07-21,research_fidelity,stressed,max_gross_exposure
COP,2026-07-21,intended_deployment,zero,max_gross_exposure
WMT,2026-07-21,intended_deployment,zero,max_gross_exposure
UBER,2026-07-21,intended_deployment,zero,max_gross_exposure
GILD,2026-07-21,intended_deployment,zero,max_gross_exposure
AAPL,2026-07-21,intended_deployment,zero,max_gross_exposure
ABBV,2026-07-21,intended_deployment,zero,max_gross_exposure
DXCM,2026-07-21,intended_deployment,zero,max_gross_exposure
MS,2026-07-21,intended_deployment,zero,max_gross_exposure
MCD,2026-07-21,intended_deployment,zero,max_gross_exposure
MDLZ,2026-07-21,intended_deployment,zero,max_gross_exposure
SHW,2026-07-21,intended_deployment,zero,max_gross_exposure
ADBE,2026-07-21,intended_deployment,zero,max_gross_exposure
MO,2026-07-21,intended_deployment,zero,max_gross_exposure
INTC,2026-07-21,intended_deployment,zero,max_gross_exposure
CL,2026-07-21,intended_deployment,zero,max_gross_exposure
NOW,2026-07-21,intended_deployment,zero,max_gross_exposure
COP,2026-07-21,intended_deployment,baseline,max_gross_exposure
WMT,2026-07-21,intended_deployment,baseline,max_gross_exposure
UBER,2026-07-21,intended_deployment,baseline,max_gross_exposure
GILD,2026-07-21,intended_deployment,baseline,max_gross_exposure
AAPL,2026-07-21,intended_deployment,baseline,max_gross_exposure
ABBV,2026-07-21,intended_deployment,baseline,max_gross_exposure
DXCM,2026-07-21,intended_deployment,baseline,max_gross_exposure
MS,2026-07-21,intended_deployment,baseline,max_gross_exposure
MCD,2026-07-21,intended_deployment,baseline,max_gross_exposure
MDLZ,2026-07-21,intended_deployment,baseline,max_gross_exposure
SHW,2026-07-21,intended_deployment,baseline,max_gross_exposure
ADBE,2026-07-21,intended_deployment,baseline,max_gross_exposure
MO,2026-07-21,intended_deployment,baseline,max_gross_exposure
INTC,2026-07-21,intended_deployment,baseline,max_gross_exposure
CL,2026-07-21,intended_deployment,baseline,max_gross_exposure
NOW,2026-07-21,intended_deployment,baseline,max_gross_exposure
WMT,2026-07-21,intended_deployment,stressed,max_concurrent_positions
UBER,2026-07-21,intended_deployment,stressed,max_concurrent_positions
GILD,2026-07-21,intended_deployment,stressed,max_concurrent_positions
AAPL,2026-07-21,intended_deployment,stressed,max_concurrent_positions
ABBV,2026-07-21,intended_deployment,stressed,max_concurrent_positions
DXCM,2026-07-21,intended_deployment,stressed,max_concurrent_positions
MS,2026-07-21,intended_deployment,stressed,max_concurrent_positions
MCD,2026-07-21,intended_deployment,stressed,max_concurrent_positions
MDLZ,2026-07-21,intended_deployment,stressed,max_concurrent_positions
SHW,2026-07-21,intended_deployment,stressed,max_concurrent_positions
ADBE,2026-07-21,intended_deployment,stressed,max_concurrent_positions
MO,2026-07-21,intended_deployment,stressed,max_concurrent_positions
INTC,2026-07-21,intended_deployment,stressed,max_concurrent_positions
CL,2026-07-21,intended_deployment,stressed,max_concurrent_positions
NOW,2026-07-21,intended_deployment,stressed,max_concurrent_positions
TJX,2026-07-22,research_fidelity,zero,max_gross_exposure
BA,2026-07-22,research_fidelity,zero,max_gross_exposure
PM,2026-07-22,research_fidelity,zero,max_gross_exposure
T,2026-07-22,research_fidelity,zero,max_gross_exposure
COF,2026-07-22,research_fidelity,zero,max_gross_exposure
MPC,2026-07-22,research_fidelity,zero,max_gross_exposure
CMCSA,2026-07-22,research_fidelity,zero,max_gross_exposure
ETN,2026-07-22,research_fidelity,zero,max_gross_exposure
GM,2026-07-22,research_fidelity,zero,max_gross_exposure
GLD,2026-07-22,research_fidelity,zero,max_gross_exposure
RTX,2026-07-22,research_fidelity,zero,max_gross_exposure
HON,2026-07-22,research_fidelity,zero,max_gross_exposure
FCX,2026-07-22,research_fidelity,zero,max_gross_exposure
DIS,2026-07-22,research_fidelity,zero,max_gross_exposure
SCHW,2026-07-22,research_fidelity,zero,max_gross_exposure
ORCL,2026-07-22,research_fidelity,zero,max_gross_exposure
XOM,2026-07-22,research_fidelity,zero,max_gross_exposure
CRWD,2026-07-22,research_fidelity,zero,max_gross_exposure
NKE,2026-07-22,research_fidelity,zero,max_gross_exposure
TJX,2026-07-22,research_fidelity,baseline,max_gross_exposure
BA,2026-07-22,research_fidelity,baseline,max_gross_exposure
PM,2026-07-22,research_fidelity,baseline,max_gross_exposure
T,2026-07-22,research_fidelity,baseline,max_gross_exposure
COF,2026-07-22,research_fidelity,baseline,max_gross_exposure
MPC,2026-07-22,research_fidelity,baseline,max_gross_exposure
CMCSA,2026-07-22,research_fidelity,baseline,max_gross_exposure
ETN,2026-07-22,research_fidelity,baseline,max_gross_exposure
GM,2026-07-22,research_fidelity,baseline,max_gross_exposure
GLD,2026-07-22,research_fidelity,baseline,max_gross_exposure
RTX,2026-07-22,research_fidelity,baseline,max_gross_exposure
HON,2026-07-22,research_fidelity,baseline,max_gross_exposure
FCX,2026-07-22,research_fidelity,baseline,max_gross_exposure
DIS,2026-07-22,research_fidelity,baseline,max_gross_exposure
SCHW,2026-07-22,research_fidelity,baseline,max_gross_exposure
ORCL,2026-07-22,research_fidelity,baseline,max_gross_exposure
XOM,2026-07-22,research_fidelity,baseline,max_gross_exposure
CRWD,2026-07-22,research_fidelity,baseline,max_gross_exposure
NKE,2026-07-22,research_fidelity,baseline,max_gross_exposure
TJX,2026-07-22,research_fidelity,stressed,max_gross_exposure
BA,2026-07-22,research_fidelity,stressed,max_gross_exposure
PM,2026-07-22,research_fidelity,stressed,max_gross_exposure
T,2026-07-22,research_fidelity,stressed,max_gross_exposure
COF,2026-07-22,research_fidelity,stressed,max_gross_exposure
MPC,2026-07-22,research_fidelity,stressed,max_gross_exposure
CMCSA,2026-07-22,research_fidelity,stressed,max_gross_exposure
ETN,2026-07-22,research_fidelity,stressed,max_gross_exposure
GM,2026-07-22,research_fidelity,stressed,max_gross_exposure
GLD,2026-07-22,research_fidelity,stressed,max_gross_exposure
RTX,2026-07-22,research_fidelity,stressed,max_gross_exposure
HON,2026-07-22,research_fidelity,stressed,max_gross_exposure
FCX,2026-07-22,research_fidelity,stressed,max_gross_exposure
DIS,2026-07-22,research_fidelity,stressed,max_gross_exposure
SCHW,2026-07-22,research_fidelity,stressed,max_gross_exposure
ORCL,2026-07-22,research_fidelity,stressed,max_gross_exposure
XOM,2026-07-22,research_fidelity,stressed,max_gross_exposure
CRWD,2026-07-22,research_fidelity,stressed,max_gross_exposure
NKE,2026-07-22,research_fidelity,stressed,max_gross_exposure
T,2026-07-22,intended_deployment,zero,max_gross_exposure
COF,2026-07-22,intended_deployment,zero,max_gross_exposure
MPC,2026-07-22,intended_deployment,zero,max_gross_exposure
CMCSA,2026-07-22,intended_deployment,zero,max_gross_exposure
ETN,2026-07-22,intended_deployment,zero,max_gross_exposure
GM,2026-07-22,intended_deployment,zero,max_gross_exposure
GLD,2026-07-22,intended_deployment,zero,max_gross_exposure
RTX,2026-07-22,intended_deployment,zero,max_gross_exposure
HON,2026-07-22,intended_deployment,zero,max_gross_exposure
FCX,2026-07-22,intended_deployment,zero,max_gross_exposure
DIS,2026-07-22,intended_deployment,zero,max_gross_exposure
SCHW,2026-07-22,intended_deployment,zero,max_gross_exposure
ORCL,2026-07-22,intended_deployment,zero,max_gross_exposure
XOM,2026-07-22,intended_deployment,zero,max_gross_exposure
CRWD,2026-07-22,intended_deployment,zero,max_gross_exposure
NKE,2026-07-22,intended_deployment,zero,max_gross_exposure
COF,2026-07-22,intended_deployment,baseline,max_concurrent_positions
MPC,2026-07-22,intended_deployment,baseline,max_concurrent_positions
CMCSA,2026-07-22,intended_deployment,baseline,max_concurrent_positions
ETN,2026-07-22,intended_deployment,baseline,max_concurrent_positions
GM,2026-07-22,intended_deployment,baseline,max_concurrent_positions
GLD,2026-07-22,intended_deployment,baseline,max_concurrent_positions
RTX,2026-07-22,intended_deployment,baseline,max_concurrent_positions
HON,2026-07-22,intended_deployment,baseline,max_concurrent_positions
FCX,2026-07-22,intended_deployment,baseline,max_concurrent_positions
DIS,2026-07-22,intended_deployment,baseline,max_concurrent_positions
SCHW,2026-07-22,intended_deployment,baseline,max_concurrent_positions
ORCL,2026-07-22,intended_deployment,baseline,max_concurrent_positions
XOM,2026-07-22,intended_deployment,baseline,max_concurrent_positions
CRWD,2026-07-22,intended_deployment,baseline,max_concurrent_positions
NKE,2026-07-22,intended_deployment,baseline,max_concurrent_positions
T,2026-07-22,intended_deployment,stressed,max_gross_exposure
COF,2026-07-22,intended_deployment,stressed,max_gross_exposure
MPC,2026-07-22,intended_deployment,stressed,max_gross_exposure
CMCSA,2026-07-22,intended_deployment,stressed,max_gross_exposure
ETN,2026-07-22,intended_deployment,stressed,max_gross_exposure
GM,2026-07-22,intended_deployment,stressed,max_gross_exposure
GLD,2026-07-22,intended_deployment,stressed,max_gross_exposure
RTX,2026-07-22,intended_deployment,stressed,max_gross_exposure
HON,2026-07-22,intended_deployment,stressed,max_gross_exposure
FCX,2026-07-22,intended_deployment,stressed,max_gross_exposure
DIS,2026-07-22,intended_deployment,stressed,max_gross_exposure
SCHW,2026-07-22,intended_deployment,stressed,max_gross_exposure
ORCL,2026-07-22,intended_deployment,stressed,max_gross_exposure
XOM,2026-07-22,intended_deployment,stressed,max_gross_exposure
CRWD,2026-07-22,intended_deployment,stressed,max_gross_exposure
NKE,2026-07-22,intended_deployment,stressed,max_gross_exposure
BX,2026-07-23,research_fidelity,zero,max_gross_exposure
RTX,2026-07-23,research_fidelity,zero,max_gross_exposure
DE,2026-07-23,research_fidelity,zero,max_gross_exposure
CI,2026-07-23,research_fidelity,zero,max_gross_exposure
GOOGL,2026-07-23,research_fidelity,zero,max_gross_exposure
CMG,2026-07-23,research_fidelity,zero,max_gross_exposure
TMO,2026-07-23,research_fidelity,zero,max_gross_exposure
PANW,2026-07-23,research_fidelity,zero,max_gross_exposure
TXN,2026-07-23,research_fidelity,zero,max_gross_exposure
NOW,2026-07-23,research_fidelity,zero,max_gross_exposure
DIS,2026-07-23,research_fidelity,zero,max_gross_exposure
JNJ,2026-07-23,research_fidelity,zero,max_gross_exposure
CSCO,2026-07-23,research_fidelity,zero,max_gross_exposure
XLY,2026-07-23,research_fidelity,zero,max_gross_exposure
CMCSA,2026-07-23,research_fidelity,zero,max_gross_exposure
TGT,2026-07-23,research_fidelity,zero,max_gross_exposure
WMT,2026-07-23,research_fidelity,zero,max_gross_exposure
XOM,2026-07-23,research_fidelity,zero,max_gross_exposure
BX,2026-07-23,research_fidelity,baseline,max_gross_exposure
RTX,2026-07-23,research_fidelity,baseline,max_gross_exposure
DE,2026-07-23,research_fidelity,baseline,max_gross_exposure
CI,2026-07-23,research_fidelity,baseline,max_gross_exposure
GOOGL,2026-07-23,research_fidelity,baseline,max_gross_exposure
CMG,2026-07-23,research_fidelity,baseline,max_gross_exposure
TMO,2026-07-23,research_fidelity,baseline,max_gross_exposure
PANW,2026-07-23,research_fidelity,baseline,max_gross_exposure
TXN,2026-07-23,research_fidelity,baseline,max_gross_exposure
NOW,2026-07-23,research_fidelity,baseline,max_gross_exposure
DIS,2026-07-23,research_fidelity,baseline,max_gross_exposure
JNJ,2026-07-23,research_fidelity,baseline,max_gross_exposure
CSCO,2026-07-23,research_fidelity,baseline,max_gross_exposure
XLY,2026-07-23,research_fidelity,baseline,max_gross_exposure
CMCSA,2026-07-23,research_fidelity,baseline,max_gross_exposure
TGT,2026-07-23,research_fidelity,baseline,max_gross_exposure
WMT,2026-07-23,research_fidelity,baseline,max_gross_exposure
XOM,2026-07-23,research_fidelity,baseline,max_gross_exposure
BX,2026-07-23,research_fidelity,stressed,max_gross_exposure
RTX,2026-07-23,research_fidelity,stressed,max_gross_exposure
DE,2026-07-23,research_fidelity,stressed,max_gross_exposure
CI,2026-07-23,research_fidelity,stressed,max_gross_exposure
GOOGL,2026-07-23,research_fidelity,stressed,max_gross_exposure
CMG,2026-07-23,research_fidelity,stressed,max_gross_exposure
TMO,2026-07-23,research_fidelity,stressed,max_gross_exposure
PANW,2026-07-23,research_fidelity,stressed,max_gross_exposure
TXN,2026-07-23,research_fidelity,stressed,max_gross_exposure
NOW,2026-07-23,research_fidelity,stressed,max_gross_exposure
DIS,2026-07-23,research_fidelity,stressed,max_gross_exposure
JNJ,2026-07-23,research_fidelity,stressed,max_gross_exposure
CSCO,2026-07-23,research_fidelity,stressed,max_gross_exposure
XLY,2026-07-23,research_fidelity,stressed,max_gross_exposure
CMCSA,2026-07-23,research_fidelity,stressed,max_gross_exposure
TGT,2026-07-23,research_fidelity,stressed,max_gross_exposure
WMT,2026-07-23,research_fidelity,stressed,max_gross_exposure
XOM,2026-07-23,research_fidelity,stressed,max_gross_exposure
CI,2026-07-23,intended_deployment,zero,max_concurrent_positions
GOOGL,2026-07-23,intended_deployment,zero,max_concurrent_positions
CMG,2026-07-23,intended_deployment,zero,max_concurrent_positions
TMO,2026-07-23,intended_deployment,zero,max_concurrent_positions
PANW,2026-07-23,intended_deployment,zero,max_concurrent_positions
TXN,2026-07-23,intended_deployment,zero,max_concurrent_positions
NOW,2026-07-23,intended_deployment,zero,max_concurrent_positions
DIS,2026-07-23,intended_deployment,zero,max_concurrent_positions
JNJ,2026-07-23,intended_deployment,zero,max_concurrent_positions
CSCO,2026-07-23,intended_deployment,zero,max_concurrent_positions
XLY,2026-07-23,intended_deployment,zero,max_concurrent_positions
CMCSA,2026-07-23,intended_deployment,zero,max_concurrent_positions
TGT,2026-07-23,intended_deployment,zero,max_concurrent_positions
WMT,2026-07-23,intended_deployment,zero,max_concurrent_positions
XOM,2026-07-23,intended_deployment,zero,max_concurrent_positions
CI,2026-07-23,intended_deployment,baseline,max_concurrent_positions
GOOGL,2026-07-23,intended_deployment,baseline,max_concurrent_positions
CMG,2026-07-23,intended_deployment,baseline,max_concurrent_positions
TMO,2026-07-23,intended_deployment,baseline,max_concurrent_positions
PANW,2026-07-23,intended_deployment,baseline,max_concurrent_positions
TXN,2026-07-23,intended_deployment,baseline,max_concurrent_positions
NOW,2026-07-23,intended_deployment,baseline,max_concurrent_positions
DIS,2026-07-23,intended_deployment,baseline,max_concurrent_positions
JNJ,2026-07-23,intended_deployment,baseline,max_concurrent_positions
CSCO,2026-07-23,intended_deployment,baseline,max_concurrent_positions
XLY,2026-07-23,intended_deployment,baseline,max_concurrent_positions
CMCSA,2026-07-23,intended_deployment,baseline,max_concurrent_positions
TGT,2026-07-23,intended_deployment,baseline,max_concurrent_positions
WMT,2026-07-23,intended_deployment,baseline,max_concurrent_positions
XOM,2026-07-23,intended_deployment,baseline,max_concurrent_positions
CI,2026-07-23,intended_deployment,stressed,max_concurrent_positions
GOOGL,2026-07-23,intended_deployment,stressed,max_concurrent_positions
CMG,2026-07-23,intended_deployment,stressed,max_concurrent_positions
TMO,2026-07-23,intended_deployment,stressed,max_concurrent_positions
PANW,2026-07-23,intended_deployment,stressed,max_concurrent_positions
TXN,2026-07-23,intended_deployment,stressed,max_concurrent_positions
NOW,2026-07-23,intended_deployment,stressed,max_concurrent_positions
DIS,2026-07-23,intended_deployment,stressed,max_concurrent_positions
JNJ,2026-07-23,intended_deployment,stressed,max_concurrent_positions
CSCO,2026-07-23,intended_deployment,stressed,max_concurrent_positions
XLY,2026-07-23,intended_deployment,stressed,max_concurrent_positions
CMCSA,2026-07-23,intended_deployment,stressed,max_concurrent_positions
TGT,2026-07-23,intended_deployment,stressed,max_concurrent_positions
WMT,2026-07-23,intended_deployment,stressed,max_concurrent_positions
XOM,2026-07-23,intended_deployment,stressed,max_concurrent_positions
SLB,2026-07-24,research_fidelity,zero,max_gross_exposure
FCX,2026-07-24,research_fidelity,zero,max_gross_exposure
GILD,2026-07-24,research_fidelity,zero,max_gross_exposure
CMCSA,2026-07-24,research_fidelity,zero,max_gross_exposure
VZ,2026-07-24,research_fidelity,zero,max_gross_exposure
CRM,2026-07-24,research_fidelity,zero,max_gross_exposure
MDT,2026-07-24,research_fidelity,zero,max_gross_exposure
BMY,2026-07-24,research_fidelity,zero,max_gross_exposure
T,2026-07-24,research_fidelity,zero,max_gross_exposure
QQQ,2026-07-24,research_fidelity,zero,max_gross_exposure
TMO,2026-07-24,research_fidelity,zero,max_gross_exposure
INTC,2026-07-24,research_fidelity,zero,max_gross_exposure
KHC,2026-07-24,research_fidelity,zero,max_gross_exposure
MPC,2026-07-24,research_fidelity,zero,max_gross_exposure
ORCL,2026-07-24,research_fidelity,zero,max_gross_exposure
TSLA,2026-07-24,research_fidelity,zero,max_gross_exposure
BX,2026-07-24,research_fidelity,zero,max_gross_exposure
GS,2026-07-24,research_fidelity,zero,max_gross_exposure
ETN,2026-07-24,research_fidelity,zero,max_gross_exposure
SLB,2026-07-24,research_fidelity,baseline,max_gross_exposure
FCX,2026-07-24,research_fidelity,baseline,max_gross_exposure
GILD,2026-07-24,research_fidelity,baseline,max_gross_exposure
CMCSA,2026-07-24,research_fidelity,baseline,max_gross_exposure
VZ,2026-07-24,research_fidelity,baseline,max_gross_exposure
CRM,2026-07-24,research_fidelity,baseline,max_gross_exposure
MDT,2026-07-24,research_fidelity,baseline,max_gross_exposure
BMY,2026-07-24,research_fidelity,baseline,max_gross_exposure
T,2026-07-24,research_fidelity,baseline,max_gross_exposure
QQQ,2026-07-24,research_fidelity,baseline,max_gross_exposure
TMO,2026-07-24,research_fidelity,baseline,max_gross_exposure
INTC,2026-07-24,research_fidelity,baseline,max_gross_exposure
KHC,2026-07-24,research_fidelity,baseline,max_gross_exposure
MPC,2026-07-24,research_fidelity,baseline,max_gross_exposure
ORCL,2026-07-24,research_fidelity,baseline,max_gross_exposure
TSLA,2026-07-24,research_fidelity,baseline,max_gross_exposure
BX,2026-07-24,research_fidelity,baseline,max_gross_exposure
GS,2026-07-24,research_fidelity,baseline,max_gross_exposure
ETN,2026-07-24,research_fidelity,baseline,max_gross_exposure
SLB,2026-07-24,research_fidelity,stressed,max_gross_exposure
FCX,2026-07-24,research_fidelity,stressed,max_gross_exposure
GILD,2026-07-24,research_fidelity,stressed,max_gross_exposure
CMCSA,2026-07-24,research_fidelity,stressed,max_gross_exposure
VZ,2026-07-24,research_fidelity,stressed,max_gross_exposure
CRM,2026-07-24,research_fidelity,stressed,max_gross_exposure
MDT,2026-07-24,research_fidelity,stressed,max_gross_exposure
BMY,2026-07-24,research_fidelity,stressed,max_gross_exposure
T,2026-07-24,research_fidelity,stressed,max_gross_exposure
QQQ,2026-07-24,research_fidelity,stressed,max_gross_exposure
TMO,2026-07-24,research_fidelity,stressed,max_gross_exposure
INTC,2026-07-24,research_fidelity,stressed,max_gross_exposure
KHC,2026-07-24,research_fidelity,stressed,max_gross_exposure
MPC,2026-07-24,research_fidelity,stressed,max_gross_exposure
ORCL,2026-07-24,research_fidelity,stressed,max_gross_exposure
TSLA,2026-07-24,research_fidelity,stressed,max_gross_exposure
BX,2026-07-24,research_fidelity,stressed,max_gross_exposure
GS,2026-07-24,research_fidelity,stressed,max_gross_exposure
ETN,2026-07-24,research_fidelity,stressed,max_gross_exposure
CMCSA,2026-07-24,intended_deployment,zero,max_gross_exposure
VZ,2026-07-24,intended_deployment,zero,max_gross_exposure
CRM,2026-07-24,intended_deployment,zero,max_gross_exposure
MDT,2026-07-24,intended_deployment,zero,max_gross_exposure
BMY,2026-07-24,intended_deployment,zero,max_gross_exposure
T,2026-07-24,intended_deployment,zero,max_gross_exposure
QQQ,2026-07-24,intended_deployment,zero,max_gross_exposure
TMO,2026-07-24,intended_deployment,zero,max_gross_exposure
INTC,2026-07-24,intended_deployment,zero,max_gross_exposure
KHC,2026-07-24,intended_deployment,zero,max_gross_exposure
ORCL,2026-07-24,intended_deployment,zero,max_concurrent_positions
TSLA,2026-07-24,intended_deployment,zero,max_concurrent_positions
BX,2026-07-24,intended_deployment,zero,max_concurrent_positions
GS,2026-07-24,intended_deployment,zero,max_concurrent_positions
ETN,2026-07-24,intended_deployment,zero,max_concurrent_positions
CMCSA,2026-07-24,intended_deployment,baseline,max_gross_exposure
VZ,2026-07-24,intended_deployment,baseline,max_gross_exposure
CRM,2026-07-24,intended_deployment,baseline,max_gross_exposure
MDT,2026-07-24,intended_deployment,baseline,max_gross_exposure
BMY,2026-07-24,intended_deployment,baseline,max_gross_exposure
T,2026-07-24,intended_deployment,baseline,max_gross_exposure
QQQ,2026-07-24,intended_deployment,baseline,max_gross_exposure
TMO,2026-07-24,intended_deployment,baseline,max_gross_exposure
INTC,2026-07-24,intended_deployment,baseline,max_gross_exposure
KHC,2026-07-24,intended_deployment,baseline,max_gross_exposure
MPC,2026-07-24,intended_deployment,baseline,max_gross_exposure
ORCL,2026-07-24,intended_deployment,baseline,max_gross_exposure
TSLA,2026-07-24,intended_deployment,baseline,max_gross_exposure
BX,2026-07-24,intended_deployment,baseline,max_gross_exposure
GS,2026-07-24,intended_deployment,baseline,max_gross_exposure
ETN,2026-07-24,intended_deployment,baseline,max_gross_exposure
VZ,2026-07-24,intended_deployment,stressed,max_concurrent_positions
CRM,2026-07-24,intended_deployment,stressed,max_concurrent_positions
MDT,2026-07-24,intended_deployment,stressed,max_concurrent_positions
BMY,2026-07-24,intended_deployment,stressed,max_concurrent_positions
T,2026-07-24,intended_deployment,stressed,max_concurrent_positions
QQQ,2026-07-24,intended_deployment,stressed,max_concurrent_positions
TMO,2026-07-24,intended_deployment,stressed,max_concurrent_positions
INTC,2026-07-24,intended_deployment,stressed,max_concurrent_positions
KHC,2026-07-24,intended_deployment,stressed,max_concurrent_positions
MPC,2026-07-24,intended_deployment,stressed,max_concurrent_positions
ORCL,2026-07-24,intended_deployment,stressed,max_concurrent_positions
TSLA,2026-07-24,intended_deployment,stressed,max_concurrent_positions
BX,2026-07-24,intended_deployment,stressed,max_concurrent_positions
GS,2026-07-24,intended_deployment,stressed,max_concurrent_positions
ETN,2026-07-24,intended_deployment,stressed,max_concurrent_positions
AXP,2026-07-27,research_fidelity,zero,max_gross_exposure
KHC,2026-07-27,research_fidelity,zero,max_gross_exposure
VZ,2026-07-27,research_fidelity,zero,max_gross_exposure
ABBV,2026-07-27,research_fidelity,zero,max_gross_exposure
SHW,2026-07-27,research_fidelity,zero,max_gross_exposure
PM,2026-07-27,research_fidelity,zero,max_gross_exposure
TJX,2026-07-27,research_fidelity,zero,max_gross_exposure
UBER,2026-07-27,research_fidelity,zero,max_gross_exposure
AMT,2026-07-27,research_fidelity,zero,max_gross_exposure
SLB,2026-07-27,research_fidelity,zero,max_gross_exposure
FCX,2026-07-27,research_fidelity,zero,max_gross_exposure
ZS,2026-07-27,research_fidelity,zero,max_gross_exposure
PG,2026-07-27,research_fidelity,zero,max_gross_exposure
ORCL,2026-07-27,research_fidelity,zero,max_gross_exposure
BA,2026-07-27,research_fidelity,zero,max_gross_exposure
T,2026-07-27,research_fidelity,zero,max_gross_exposure
XLE,2026-07-27,research_fidelity,zero,max_gross_exposure
GM,2026-07-27,research_fidelity,zero,max_gross_exposure
MDLZ,2026-07-27,research_fidelity,zero,max_gross_exposure
AXP,2026-07-27,research_fidelity,baseline,max_gross_exposure
KHC,2026-07-27,research_fidelity,baseline,max_gross_exposure
VZ,2026-07-27,research_fidelity,baseline,max_gross_exposure
ABBV,2026-07-27,research_fidelity,baseline,max_gross_exposure
SHW,2026-07-27,research_fidelity,baseline,max_gross_exposure
PM,2026-07-27,research_fidelity,baseline,max_gross_exposure
TJX,2026-07-27,research_fidelity,baseline,max_gross_exposure
UBER,2026-07-27,research_fidelity,baseline,max_gross_exposure
AMT,2026-07-27,research_fidelity,baseline,max_gross_exposure
SLB,2026-07-27,research_fidelity,baseline,max_gross_exposure
FCX,2026-07-27,research_fidelity,baseline,max_gross_exposure
ZS,2026-07-27,research_fidelity,baseline,max_gross_exposure
PG,2026-07-27,research_fidelity,baseline,max_gross_exposure
ORCL,2026-07-27,research_fidelity,baseline,max_gross_exposure
BA,2026-07-27,research_fidelity,baseline,max_gross_exposure
T,2026-07-27,research_fidelity,baseline,max_gross_exposure
XLE,2026-07-27,research_fidelity,baseline,max_gross_exposure
GM,2026-07-27,research_fidelity,baseline,max_gross_exposure
MDLZ,2026-07-27,research_fidelity,baseline,max_gross_exposure
AXP,2026-07-27,research_fidelity,stressed,max_gross_exposure
KHC,2026-07-27,research_fidelity,stressed,max_gross_exposure
VZ,2026-07-27,research_fidelity,stressed,max_gross_exposure
ABBV,2026-07-27,research_fidelity,stressed,max_gross_exposure
SHW,2026-07-27,research_fidelity,stressed,max_gross_exposure
PM,2026-07-27,research_fidelity,stressed,max_gross_exposure
TJX,2026-07-27,research_fidelity,stressed,max_gross_exposure
UBER,2026-07-27,research_fidelity,stressed,max_gross_exposure
AMT,2026-07-27,research_fidelity,stressed,max_gross_exposure
SLB,2026-07-27,research_fidelity,stressed,max_gross_exposure
FCX,2026-07-27,research_fidelity,stressed,max_gross_exposure
ZS,2026-07-27,research_fidelity,stressed,max_gross_exposure
PG,2026-07-27,research_fidelity,stressed,max_gross_exposure
ORCL,2026-07-27,research_fidelity,stressed,max_gross_exposure
BA,2026-07-27,research_fidelity,stressed,max_gross_exposure
T,2026-07-27,research_fidelity,stressed,max_gross_exposure
XLE,2026-07-27,research_fidelity,stressed,max_gross_exposure
GM,2026-07-27,research_fidelity,stressed,max_gross_exposure
MDLZ,2026-07-27,research_fidelity,stressed,max_gross_exposure
SHW,2026-07-27,intended_deployment,zero,max_concurrent_positions
PM,2026-07-27,intended_deployment,zero,max_concurrent_positions
TJX,2026-07-27,intended_deployment,zero,max_concurrent_positions
UBER,2026-07-27,intended_deployment,zero,max_concurrent_positions
AMT,2026-07-27,intended_deployment,zero,max_concurrent_positions
SLB,2026-07-27,intended_deployment,zero,max_concurrent_positions
FCX,2026-07-27,intended_deployment,zero,max_concurrent_positions
ZS,2026-07-27,intended_deployment,zero,max_concurrent_positions
PG,2026-07-27,intended_deployment,zero,max_concurrent_positions
ORCL,2026-07-27,intended_deployment,zero,max_concurrent_positions
BA,2026-07-27,intended_deployment,zero,max_concurrent_positions
T,2026-07-27,intended_deployment,zero,max_concurrent_positions
XLE,2026-07-27,intended_deployment,zero,max_concurrent_positions
GM,2026-07-27,intended_deployment,zero,max_concurrent_positions
MDLZ,2026-07-27,intended_deployment,zero,max_concurrent_positions
SHW,2026-07-27,intended_deployment,baseline,max_concurrent_positions
PM,2026-07-27,intended_deployment,baseline,max_concurrent_positions
TJX,2026-07-27,intended_deployment,baseline,max_concurrent_positions
UBER,2026-07-27,intended_deployment,baseline,max_concurrent_positions
AMT,2026-07-27,intended_deployment,baseline,max_concurrent_positions
SLB,2026-07-27,intended_deployment,baseline,max_concurrent_positions
FCX,2026-07-27,intended_deployment,baseline,max_concurrent_positions
ZS,2026-07-27,intended_deployment,baseline,max_concurrent_positions
PG,2026-07-27,intended_deployment,baseline,max_concurrent_positions
ORCL,2026-07-27,intended_deployment,baseline,max_concurrent_positions
BA,2026-07-27,intended_deployment,baseline,max_concurrent_positions
T,2026-07-27,intended_deployment,baseline,max_concurrent_positions
XLE,2026-07-27,intended_deployment,baseline,max_concurrent_positions
GM,2026-07-27,intended_deployment,baseline,max_concurrent_positions
MDLZ,2026-07-27,intended_deployment,baseline,max_concurrent_positions
SHW,2026-07-27,intended_deployment,stressed,max_concurrent_positions
PM,2026-07-27,intended_deployment,stressed,max_concurrent_positions
TJX,2026-07-27,intended_deployment,stressed,max_concurrent_positions
UBER,2026-07-27,intended_deployment,stressed,max_concurrent_positions
AMT,2026-07-27,intended_deployment,stressed,max_concurrent_positions
SLB,2026-07-27,intended_deployment,stressed,max_concurrent_positions
FCX,2026-07-27,intended_deployment,stressed,max_concurrent_positions
ZS,2026-07-27,intended_deployment,stressed,max_concurrent_positions
