cost_model,date,delta1_expiration_sessions,delta2_enabled,delta3_enabled,portfolio,reason,symbol,variant_id
baseline,2026-07-07,,False,False,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-07 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_off_d2_off_d3_off
baseline,2026-07-13,,False,False,safe_0_25pct,AAPL research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,AAPL,d1_off_d2_off_d3_off
stressed,2026-07-02,,False,False,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-02 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_off_d2_off_d3_off
stressed,2026-07-07,,False,False,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-07 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_off_d2_off_d3_off
stressed,2026-07-13,,False,False,safe_0_25pct,AAPL research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,AAPL,d1_off_d2_off_d3_off
zero,2026-07-02,,False,True,current_1pct,SPY research-stock-sip-1Minute 2026-07-02 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_off_d2_off_d3_on
zero,2026-07-07,,False,True,current_1pct,MSFT research-stock-sip-1Minute 2026-07-07 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_off_d2_off_d3_on
zero,2026-07-13,,False,True,current_1pct,AAPL research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,AAPL,d1_off_d2_off_d3_on
baseline,2026-07-02,,False,True,current_1pct,SPY research-stock-sip-1Minute 2026-07-02 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_off_d2_off_d3_on
baseline,2026-07-07,,False,True,current_1pct,MSFT research-stock-sip-1Minute 2026-07-07 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_off_d2_off_d3_on
baseline,2026-07-13,,False,True,current_1pct,AAPL research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,AAPL,d1_off_d2_off_d3_on
stressed,2026-07-02,,False,True,current_1pct,SPY research-stock-sip-1Minute 2026-07-02 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_off_d2_off_d3_on
stressed,2026-07-07,,False,True,current_1pct,MSFT research-stock-sip-1Minute 2026-07-07 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_off_d2_off_d3_on
stressed,2026-07-13,,False,True,current_1pct,AAPL research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,AAPL,d1_off_d2_off_d3_on
zero,2026-07-02,,False,True,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-02 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_off_d2_off_d3_on
zero,2026-07-07,,False,True,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-07 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_off_d2_off_d3_on
zero,2026-07-13,,False,True,safe_0_25pct,AAPL research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,AAPL,d1_off_d2_off_d3_on
baseline,2026-07-02,,False,True,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-02 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_off_d2_off_d3_on
baseline,2026-07-07,,False,True,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-07 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_off_d2_off_d3_on
baseline,2026-07-13,,False,True,safe_0_25pct,AAPL research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,AAPL,d1_off_d2_off_d3_on
stressed,2026-07-02,,False,True,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-02 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_off_d2_off_d3_on
stressed,2026-07-07,,False,True,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-07 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_off_d2_off_d3_on
stressed,2026-07-13,,False,True,safe_0_25pct,AAPL research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,AAPL,d1_off_d2_off_d3_on
zero,2026-07-13,,True,False,current_1pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_off_d2_on_d3_off
zero,2026-07-15,,True,False,current_1pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_off_d2_on_d3_off
baseline,2026-07-13,,True,False,current_1pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_off_d2_on_d3_off
baseline,2026-07-15,,True,False,current_1pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_off_d2_on_d3_off
stressed,2026-07-13,,True,False,current_1pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_off_d2_on_d3_off
stressed,2026-07-15,,True,False,current_1pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_off_d2_on_d3_off
zero,2026-07-13,,True,False,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_off_d2_on_d3_off
zero,2026-07-15,,True,False,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_off_d2_on_d3_off
baseline,2026-07-13,,True,False,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_off_d2_on_d3_off
baseline,2026-07-15,,True,False,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_off_d2_on_d3_off
stressed,2026-07-13,,True,False,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_off_d2_on_d3_off
stressed,2026-07-15,,True,False,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_off_d2_on_d3_off
zero,2026-07-13,,True,True,current_1pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_off_d2_on_d3_on
zero,2026-07-15,,True,True,current_1pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_off_d2_on_d3_on
baseline,2026-07-13,,True,True,current_1pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_off_d2_on_d3_on
baseline,2026-07-15,,True,True,current_1pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_off_d2_on_d3_on
stressed,2026-07-13,,True,True,current_1pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_off_d2_on_d3_on
stressed,2026-07-15,,True,True,current_1pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_off_d2_on_d3_on
zero,2026-07-13,,True,True,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_off_d2_on_d3_on
zero,2026-07-15,,True,True,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_off_d2_on_d3_on
baseline,2026-07-13,,True,True,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_off_d2_on_d3_on
baseline,2026-07-15,,True,True,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_off_d2_on_d3_on
stressed,2026-07-13,,True,True,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_off_d2_on_d3_on
stressed,2026-07-15,,True,True,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_off_d2_on_d3_on
zero,2026-07-02,5,False,False,current_1pct,SPY research-stock-sip-1Minute 2026-07-02 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_off_d3_off
zero,2026-07-07,5,False,False,current_1pct,MSFT research-stock-sip-1Minute 2026-07-07 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_off_d3_off
zero,2026-07-13,5,False,False,current_1pct,AAPL research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,AAPL,d1_on_d2_off_d3_off
baseline,2026-07-02,5,False,False,current_1pct,SPY research-stock-sip-1Minute 2026-07-02 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_off_d3_off
baseline,2026-07-07,5,False,False,current_1pct,MSFT research-stock-sip-1Minute 2026-07-07 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_off_d3_off
baseline,2026-07-13,5,False,False,current_1pct,AAPL research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,AAPL,d1_on_d2_off_d3_off
stressed,2026-07-02,5,False,False,current_1pct,SPY research-stock-sip-1Minute 2026-07-02 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_off_d3_off
stressed,2026-07-07,5,False,False,current_1pct,MSFT research-stock-sip-1Minute 2026-07-07 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_off_d3_off
stressed,2026-07-13,5,False,False,current_1pct,AAPL research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,AAPL,d1_on_d2_off_d3_off
zero,2026-07-02,5,False,False,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-02 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_off_d3_off
zero,2026-07-07,5,False,False,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-07 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_off_d3_off
zero,2026-07-13,5,False,False,safe_0_25pct,AAPL research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,AAPL,d1_on_d2_off_d3_off
baseline,2026-07-02,5,False,False,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-02 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_off_d3_off
baseline,2026-07-07,5,False,False,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-07 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_off_d3_off
baseline,2026-07-13,5,False,False,safe_0_25pct,AAPL research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,AAPL,d1_on_d2_off_d3_off
stressed,2026-07-02,5,False,False,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-02 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_off_d3_off
stressed,2026-07-07,5,False,False,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-07 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_off_d3_off
stressed,2026-07-13,5,False,False,safe_0_25pct,AAPL research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,AAPL,d1_on_d2_off_d3_off
zero,2026-07-02,5,False,True,current_1pct,SPY research-stock-sip-1Minute 2026-07-02 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_off_d3_on
zero,2026-07-07,5,False,True,current_1pct,MSFT research-stock-sip-1Minute 2026-07-07 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_off_d3_on
zero,2026-07-13,5,False,True,current_1pct,AAPL research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,AAPL,d1_on_d2_off_d3_on
baseline,2026-07-02,5,False,True,current_1pct,SPY research-stock-sip-1Minute 2026-07-02 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_off_d3_on
baseline,2026-07-07,5,False,True,current_1pct,MSFT research-stock-sip-1Minute 2026-07-07 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_off_d3_on
baseline,2026-07-13,5,False,True,current_1pct,AAPL research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,AAPL,d1_on_d2_off_d3_on
stressed,2026-07-02,5,False,True,current_1pct,SPY research-stock-sip-1Minute 2026-07-02 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_off_d3_on
stressed,2026-07-07,5,False,True,current_1pct,MSFT research-stock-sip-1Minute 2026-07-07 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_off_d3_on
stressed,2026-07-13,5,False,True,current_1pct,AAPL research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,AAPL,d1_on_d2_off_d3_on
zero,2026-07-02,5,False,True,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-02 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_off_d3_on
zero,2026-07-07,5,False,True,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-07 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_off_d3_on
zero,2026-07-13,5,False,True,safe_0_25pct,AAPL research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,AAPL,d1_on_d2_off_d3_on
baseline,2026-07-02,5,False,True,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-02 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_off_d3_on
baseline,2026-07-07,5,False,True,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-07 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_off_d3_on
baseline,2026-07-13,5,False,True,safe_0_25pct,AAPL research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,AAPL,d1_on_d2_off_d3_on
stressed,2026-07-02,5,False,True,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-02 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_off_d3_on
stressed,2026-07-07,5,False,True,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-07 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_off_d3_on
stressed,2026-07-13,5,False,True,safe_0_25pct,AAPL research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,AAPL,d1_on_d2_off_d3_on
zero,2026-07-13,5,True,False,current_1pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_on_d3_off
zero,2026-07-15,5,True,False,current_1pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_on_d3_off
baseline,2026-07-13,5,True,False,current_1pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_on_d3_off
baseline,2026-07-15,5,True,False,current_1pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_on_d3_off
stressed,2026-07-13,5,True,False,current_1pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_on_d3_off
stressed,2026-07-15,5,True,False,current_1pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_on_d3_off
zero,2026-07-13,5,True,False,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_on_d3_off
zero,2026-07-15,5,True,False,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_on_d3_off
baseline,2026-07-13,5,True,False,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_on_d3_off
baseline,2026-07-15,5,True,False,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_on_d3_off
stressed,2026-07-13,5,True,False,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_on_d3_off
stressed,2026-07-15,5,True,False,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_on_d3_off
zero,2026-07-13,5,True,True,current_1pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_on_d3_on
zero,2026-07-15,5,True,True,current_1pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_on_d3_on
baseline,2026-07-13,5,True,True,current_1pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_on_d3_on
baseline,2026-07-15,5,True,True,current_1pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_on_d3_on
stressed,2026-07-13,5,True,True,current_1pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_on_d3_on
stressed,2026-07-15,5,True,True,current_1pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_on_d3_on
zero,2026-07-13,5,True,True,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_on_d3_on
zero,2026-07-15,5,True,True,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_on_d3_on
baseline,2026-07-13,5,True,True,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_on_d3_on
baseline,2026-07-15,5,True,True,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_on_d3_on
stressed,2026-07-13,5,True,True,safe_0_25pct,MSFT research-stock-sip-1Minute 2026-07-13 15:16:00..2026-08-01 00:00:00 not fully cached,MSFT,d1_on_d2_on_d3_on
stressed,2026-07-15,5,True,True,safe_0_25pct,SPY research-stock-sip-1Minute 2026-07-15 15:16:00..2026-08-01 00:00:00 not fully cached,SPY,d1_on_d2_on_d3_on
